TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
866,832,96.0739,829,95.7274,3,314283,202373,64.3919

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,AZUL,CABAL,VALOR,MLP,UNE,P A N,VICTORIA,TODOS,VAMOS,ELEFANTE,PHG,PPN,MI FAMILIA,BIEN,PR,U R N G - MAIZ,PODEMOS,CREO,FCN-NACION,CAMBIO,UR,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
11980,"Suchitepéquez",10,"San José El Ídolo",5,1611,256,8,2,0,6,1,9,0,0,3,42,2,2,3,0,0,0,3,14,0,0,50,0,3,4,152,9,7,168,0,168,--,256,88,152,168,168,Algún campo sin dato,1,eec4cffd4d2e1f3ae6aad2ac0b93fa1b78b1f86b09daea1e87ec34609ee14d32,25/06/2023 23:43:23,ESCANER
11981,"Suchitepéquez",10,"San José El Ídolo",5,1611,255,4,1,0,5,1,10,0,0,1,25,3,1,1,0,0,0,1,14,0,0,50,0,1,2,120,9,10,139,0,139,--,255,116,120,139,139,Algún campo sin dato,1,a6df16bde4bea25e420f667b8eaaa0a19c4ef051ec58db3155c33948fbc519e6,26/06/2023 00:10:53,ESCANER
11982,"Suchitepéquez",10,"San José El Ídolo",5,1612,586,4,1,0,1,0,9,0,0,1,19,0,0,2,0,0,0,2,3,0,0,23,0,1,1,67,14,12,93,0,93,1,590,497,67,93,93,,1,1521dc399700ff71be53992f3ed4a2b49e9815f5587944536144b9f73d376aeb,26/06/2023 01:10:43,ESCANER
11983,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1613,400,12,3,4,1,43,27,0,4,4,33,1,1,2,0,3,0,3,27,1,2,1,0,4,11,187,39,31,257,0,257,--,397,140,187,257,257,Algún campo sin dato,1,70b51ad28a52e4e7ad058517f20e54b4c4a3b0318d092e5c69802d9a746f73c8,26/06/2023 00:23:43,ESCANER
11984,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1613,400,12,5,1,5,34,17,0,1,11,25,5,3,3,1,4,0,10,35,0,2,1,0,5,8,188,30,35,253,0,253,--,400,147,188,253,253,Algún campo sin dato,1,d8ffbd597a9e39c2bfe7de5079a3120e55fb1f05dcf3cff432030e4e78ab4bc2,26/06/2023 00:49:06,ESCANER
11985,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1613,400,9,7,3,4,44,17,0,3,12,36,6,3,4,1,1,0,5,30,0,0,1,0,7,10,203,39,32,274,0,274,--,396,122,203,274,274,Algún campo sin dato,1,5a845f702c52ba1cc8f425be1dccbc0968bb4cdcc14a19fe172a6da440259a80,26/06/2023 00:04:34,ESCANER
11986,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1613,400,4,8,6,5,40,21,1,9,13,41,2,2,5,1,2,0,6,20,1,0,0,2,3,6,171,37,20,255,0,255,--,400,145,198,255,255,Sumas Asentadas sin cuadrar,1,235833b55677af3b7581df5766337c55631775d8e1adbd8422ad5fb6b0c44b8d,26/06/2023 01:14:38,ESCANER
11987,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1613,400,2,4,4,2,40,18,2,9,5,61,2,3,0,0,1,0,12,45,1,0,4,1,4,4,224,32,21,277,0,277,--,396,119,224,277,277,Algún campo sin dato,1,90255077725a3aa69c361216f0f55d345319501c11e078c011a657965ff7c9d7,26/06/2023 00:26:06,ESCANER
11988,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,9,7,1,1,35,27,2,3,9,44,1,1,1,2,6,0,14,46,2,0,2,0,5,4,222,50,19,291,0,291,--,396,105,222,291,291,Algún campo sin dato,1,536d0ece51674b27f2dbc4961c46be936e411270bf21636cee2d144be062209d,26/06/2023 00:20:27,ESCANER
11989,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,10,10,3,5,49,26,1,5,5,49,4,1,3,3,7,0,9,53,0,1,0,1,2,6,253,46,29,328,0,328,--,400,72,253,328,328,Algún campo sin dato,1,d9b21db33eee89747a1a5d63b7d5ac48444d88cd869bf22df9327875d3927eb6,26/06/2023 01:23:01,ESCANER
11990,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,10,9,1,3,43,17,0,2,8,43,2,1,5,0,7,0,10,35,1,0,3,0,5,5,210,60,24,294,0,294,--,397,103,210,294,294,Algún campo sin dato,1,b0e68d546e4186115f00722fc0011e8e76bcd826ba1c5503afe5ed8988c4a092,25/06/2023 21:50:59,ESCANER
11991,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,7,5,2,3,46,24,0,1,9,40,5,0,6,1,2,0,6,43,1,0,3,0,3,10,217,45,20,282,0,282,--,396,114,217,282,282,Algún campo sin dato,1,401b9a59c47aa32bca955af1bdf89bf15454aaa5a1794cf5eb2d5d699a5c700f,26/06/2023 01:37:46,ESCANER
11992,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,2,1,3,4,33,15,1,4,12,35,5,2,5,0,0,0,9,33,0,0,3,0,4,9,180,38,18,236,0,236,--,396,160,180,236,236,Algún campo sin dato,1,5733dcf4e98d9710978ea4b051630ef8788cf843154c58e9da00d3bdb4110ea0,25/06/2023 23:02:23,ESCANER
11993,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,13,0,1,3,31,9,1,0,7,40,3,1,5,1,2,0,2,22,1,0,0,2,7,6,157,21,17,195,0,195,--,397,202,157,195,195,Algún campo sin dato,1,a7b0ebeb7c93f63f2243d62c5e2c8cb9b9caf81600846df3de4873d07daf0f34,25/06/2023 22:52:12,ESCANER
11994,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,8,6,1,3,25,18,1,2,6,32,6,0,10,1,6,0,4,36,1,0,3,1,3,13,186,27,14,227,0,227,--,396,169,186,227,227,Algún campo sin dato,1,48016b31c7e9623bd593ef2f5ab408a24f1508cc197e4b17747588ab83ec52d8,25/06/2023 22:40:27,ESCANER
11995,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,8,13,3,11,30,16,0,4,11,33,4,3,2,2,2,0,10,38,2,0,2,0,3,7,204,22,14,240,0,240,--,400,160,204,240,240,Algún campo sin dato,1,ee83f6e80397fa34c0ab5d5d7df1b80881cd33cdabcee41fd04b9ff0deb2c71c,25/06/2023 22:56:38,ESCANER
11996,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,9,7,1,5,39,20,2,2,8,37,4,0,2,0,2,0,6,29,1,0,2,0,3,5,184,43,32,259,0,259,--,396,137,184,259,259,Algún campo sin dato,1,97c3a009c99a72c9d921adfd8bd59e85d63d774e8f7a5a7614c3478dd0ac0335,26/06/2023 01:13:47,ESCANER
11997,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,9,2,1,3,37,18,1,3,6,21,5,0,4,1,4,0,3,22,1,0,1,0,7,9,158,35,25,218,0,218,--,--,--,158,218,218,Algún campo sin dato,1,d976c0cf155e47ad756cc86f419cc9f4d13a894412fa4c44bb9a2c087f741af1,26/06/2023 02:18:50,ESCANER
11998,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1614,400,6,4,0,5,32,25,1,1,9,43,2,2,2,0,3,0,5,32,1,0,3,0,7,19,202,17,16,235,0,235,--,403,168,202,235,235,Algún campo sin dato,1,66ff22e72f303c7f66cd4915a6ef93e1ee8224ab194b4e388badad66b653246a,26/06/2023 00:44:46,ESCANER
11999,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1615,400,6,7,1,7,27,9,0,2,14,35,7,0,0,0,2,1,3,25,2,0,0,1,9,21,185,33,10,228,2,230,--,393,163,179,222,224,Sumas Asentadas sin cuadrar,1,6e3b1487a58870ab8ff959080a679c78e65d27fbd8bb36988ef6f3bab16f6e3d,26/06/2023 00:51:50,ESCANER
12000,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1615,400,6,7,1,3,39,14,0,2,8,30,3,1,1,1,4,0,3,34,1,0,4,1,3,18,184,22,10,216,0,216,--,396,180,184,216,216,Algún campo sin dato,1,3f277847478f618b2eaa3c37b48cd0bf3e6ff7b3fe143ee6ee5a83fe157538e5,25/06/2023 22:56:42,ESCANER
12001,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1615,288,8,3,0,2,25,9,0,0,7,40,4,0,2,0,3,0,4,18,1,0,0,1,2,6,135,13,14,162,0,162,--,288,126,135,162,162,Algún campo sin dato,1,644c738b662cf1b7ac8ce906f928faff387536a194a21fc99a7b04714c860ba4,25/06/2023 22:04:40,ESCANER
12002,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1615,287,3,2,4,2,22,10,0,0,5,21,4,0,1,0,1,0,3,15,0,0,0,1,3,7,104,12,9,125,0,125,--,287,162,104,125,125,Algún campo sin dato,1,27a3aa75a0494b11efe3d225225f1e8ffa15ab4a05fac4b1774effdf1bb52675,25/06/2023 22:15:08,ESCANER
12003,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1616,380,7,5,5,5,43,23,1,0,4,27,0,0,2,0,6,0,7,13,0,2,0,0,3,3,156,43,20,219,0,--,--,380,161,156,219,219,Algún campo sin dato,1,c1737fe6d79e2f47b5350b589077059a70c270ad6f82c9e42927082e948acfda,25/06/2023 22:30:15,ESCANER
12004,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1616,380,11,4,0,2,48,22,1,1,4,24,0,0,2,1,5,0,3,13,1,1,1,0,6,4,154,30,30,214,0,214,--,376,162,154,214,214,Algún campo sin dato,1,98d630a2bde770a49b06733bdeccdd35728b2a04534a457ddec3873673e3d83c,25/06/2023 22:57:54,ESCANER
12005,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1616,380,8,4,5,3,35,23,4,0,10,38,0,0,0,0,5,0,2,7,2,1,1,0,3,0,151,33,8,192,0,192,--,376,184,151,192,192,Algún campo sin dato,1,979263a4128aeda38583906f0661f357d676131a24070581d20c2e799ad0cf92,25/06/2023 23:29:15,ESCANER
12006,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1616,289,8,2,3,2,18,0,19,0,1,29,0,0,2,0,2,0,1,5,1,0,2,0,2,1,98,18,2,118,0,118,--,--,--,98,118,118,Algún campo sin dato,1,fb6fae57ce1638a7b745f40b7d4a5126671c09c2c1b8f8782b3944c290dca209,25/06/2023 23:09:49,ESCANER
12007,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1616,288,4,0,3,2,30,13,1,0,3,26,0,0,0,1,1,0,2,8,0,0,2,0,1,4,101,11,9,121,0,--,--,287,166,101,121,121,Algún campo sin dato,1,a7a9a017412c1df9c9176a3aa61217b3ddc7d393523117f2431dca40e5ea1851,25/06/2023 21:53:24,ESCANER
12008,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1617,380,9,3,3,1,25,23,1,2,22,21,2,0,2,0,1,0,15,22,1,0,3,0,2,1,159,27,41,227,0,227,--,380,153,159,227,227,Algún campo sin dato,1,9997e2f31d17d8ed0fb68df2fd11f0a4b7867d41c84344771e08b609dab35049,25/06/2023 23:24:11,ESCANER
12009,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1617,380,19,3,3,0,25,26,1,0,22,26,1,0,0,0,3,0,27,20,0,2,4,0,0,0,182,36,34,252,0,252,--,376,124,182,252,252,Algún campo sin dato,1,e4ca675891c8f81c8d97b89f1f47b67fe6070c222d189b2dc46f100337eda0f0,25/06/2023 23:40:52,ESCANER
12010,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1617,380,12,8,1,4,30,23,2,2,26,20,2,0,5,2,1,0,10,20,1,0,3,0,1,0,173,33,35,241,0,241,--,380,139,173,241,241,Algún campo sin dato,1,912d6e8674535961c2b1b30c68de94aaaaa1a3a08d37b940e5246e7e95b8505d,25/06/2023 23:04:02,ESCANER
12011,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1617,380,8,1,1,4,26,30,0,1,17,18,3,0,3,0,1,0,15,15,0,1,8,0,1,--,153,25,21,199,0,199,--,380,181,153,199,199,Algún campo sin dato,1,f4739dc90c5bd8d1da3a3ef2d5dd87e7c8a3e4943c143a6989a068483da6108d,25/06/2023 22:55:32,ESCANER
12012,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1617,347,11,1,1,2,27,18,2,1,27,17,1,1,2,2,1,1,17,10,0,2,7,0,2,2,156,12,18,186,0,186,--,347,161,155,185,185,Sumas Asentadas sin cuadrar,1,bcbcbb8e5b7b09e98c03a03debaf0fbf9396c11304e9824a0579e0e8ccfb33cb,26/06/2023 02:20:27,ESCANER
12013,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1617,346,6,2,1,2,37,12,2,0,20,12,1,0,1,4,0,0,8,25,1,0,4,0,2,3,147,8,10,163,0,0,--,343,180,143,161,161,Sumas Asentadas sin cuadrar,1,a55b2cacfa7815af03c0b3db1dec4aa380a501e7b9ec2756a66814d143ffdc45,26/06/2023 00:59:12,ESCANER
12014,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1618,380,8,2,3,2,14,12,3,3,5,22,0,0,7,3,2,0,2,31,1,2,0,1,1,0,124,39,17,180,0,180,--,377,197,124,180,180,Algún campo sin dato,1,9b060e3765809c5db22e6d6fd8affb76aed4ae748274b2b9914685f78a15181a,25/06/2023 23:44:38,ESCANER
12015,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1618,380,12,1,0,1,9,9,4,4,7,10,3,1,12,4,3,0,3,22,0,0,1,0,2,1,109,43,17,169,0,169,--,380,211,109,169,169,Algún campo sin dato,1,85f8c87ae1ea0e95e531c9905cc2adbf8479ef6b14fc6b76657b6ab200a1674b,26/06/2023 00:17:43,ESCANER
12016,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1618,380,9,5,2,1,15,12,1,5,6,8,0,0,9,2,1,0,5,18,0,4,0,0,3,0,106,28,11,145,0,145,--,380,235,106,145,145,Algún campo sin dato,1,35a6c47862ddc77af7f4d116f3cf9d4449f09717bd334330985ce2a0cc57c74b,25/06/2023 22:29:06,ESCANER
12017,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1619,362,4,3,2,0,13,14,2,3,4,4,1,1,8,1,1,0,1,20,1,0,1,1,2,1,88,25,20,133,0,133,--,362,229,88,133,133,Algún campo sin dato,1,553d97ac620011067983bb87cd6251899509995ed7901d02622dbc8401b5d5ee,25/06/2023 22:42:57,ESCANER
12018,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1619,362,8,0,0,0,8,12,2,3,5,14,1,0,0,2,0,0,3,26,0,0,2,0,4,2,92,17,12,121,0,121,--,362,241,92,121,121,Algún campo sin dato,1,348618c91959ab442741385671c1aeb71a54d7a3c3377576f25c317b5047d3ed,25/06/2023 22:54:24,ESCANER
12019,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1620,342,11,2,5,1,15,15,0,0,1,9,0,1,2,1,1,1,4,23,1,0,0,0,0,1,94,32,17,143,0,143,--,342,199,94,143,143,Algún campo sin dato,1,97cd8c5e3ed64f93eb36e3ce8089e0e1c505ccab8f44558fcb39d33f2d5b3dad,25/06/2023 22:20:47,ESCANER
12020,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1620,342,13,0,0,1,15,11,0,4,6,7,1,0,0,0,0,0,1,16,0,0,0,0,0,2,77,28,10,115,0,--,--,--,--,77,115,115,Algún campo sin dato,1,4e7758f039a468e57edc67b4d4e2ae0a161c76fd76a50fcc52134671d5228444,25/06/2023 22:35:54,ESCANER
12021,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,380,9,4,5,0,49,20,0,3,7,35,1,0,3,1,2,0,8,15,0,0,5,1,0,3,171,40,17,228,0,228,--,376,148,171,228,228,Algún campo sin dato,1,40d80544ca8f68fbd7044fc6e3b96d278321e29eb35bc150793529a50da80d7c,26/06/2023 02:08:01,ESCANER
12022,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,380,18,2,1,0,60,14,1,0,12,34,1,0,1,1,3,0,1,16,1,0,2,1,2,3,174,35,20,229,1,230,--,380,150,174,229,230,Algún campo sin dato,1,bf8cc307a6f90f12b5395ec60be20eff51645c1135a3375cc86b72967202118d,26/06/2023 02:23:16,ESCANER
12023,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,380,12,3,1,1,82,23,1,1,5,15,0,0,2,1,3,1,11,14,0,0,4,0,3,1,184,47,43,274,0,274,--,376,102,184,274,274,Algún campo sin dato,1,dfdd3c0c2c05d60ab261a5799196f97e846a4cab4460e88e9972a0e9aa17c6f2,26/06/2023 00:49:09,ESCANER
12024,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,380,14,3,5,3,37,19,2,1,13,48,1,0,1,2,2,0,5,8,0,1,7,0,2,0,174,47,34,255,3,258,--,380,122,174,255,258,Algún campo sin dato,1,81d8e00822c1e0b26e0141c90269cf46b66e0619f65aa2164db4f83c286447a4,26/06/2023 01:55:24,ESCANER
12025,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,380,18,0,4,1,53,14,1,2,11,25,0,0,1,0,4,0,4,14,0,0,8,0,2,6,168,23,15,206,0,206,--,380,174,168,206,206,Algún campo sin dato,1,c278deb0ed83ad9ed73f2addeeca65ace5952fa68c217ac307cbf4cf943c66e1,26/06/2023 00:27:55,ESCANER
12026,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,380,7,3,4,2,41,11,1,1,8,38,2,0,3,0,2,0,2,8,1,0,6,1,3,0,144,46,25,215,1,216,--,367,156,144,215,216,Algún campo sin dato,1,23d103e5228014a57b47307e8e0d0ba9857f669abacab96f9318969ed44b2357,26/06/2023 01:48:49,ESCANER
12027,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,317,3,2,4,6,38,13,1,1,8,30,0,0,4,0,2,0,2,20,0,0,3,0,1,9,147,19,11,177,0,177,--,317,140,147,177,177,Algún campo sin dato,1,08d79f849c96d67aeee04e8b798b8e8b9696420c1d5a1981324dafd42c9472c6,25/06/2023 22:00:52,ESCANER
12028,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1621,317,7,2,6,2,32,10,2,0,11,22,1,0,1,0,5,0,3,9,0,0,3,0,1,4,121,14,21,156,0,156,--,317,158,121,156,156,Algún campo sin dato,1,ec19e9d5e3c452eadf2278dbe81d884d674e0590846b99039d054f42d26356b6,25/06/2023 22:53:39,ESCANER
12029,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1622,380,29,3,3,0,9,9,0,1,7,41,0,0,1,2,3,0,5,18,0,0,8,3,0,6,148,34,9,191,0,191,--,380,189,148,191,191,Algún campo sin dato,1,0dc76e8a795952ba9e780ba6b789215db5afce8895f8ae57ab06d04f73f44933,25/06/2023 22:26:14,ESCANER
12030,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1622,318,13,3,3,0,15,11,0,1,6,36,0,0,0,0,1,0,2,15,0,1,11,0,1,2,121,22,11,154,0,154,--,322,168,121,154,154,Algún campo sin dato,1,36d39afa8e427ceb4129bade46111b32f7f620bdb2c8436babfdb58b2b7ff814,25/06/2023 22:14:29,ESCANER
12031,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1622,318,8,3,1,1,12,9,2,0,2,22,0,1,0,0,5,0,1,16,0,0,10,0,3,4,100,23,16,139,0,139,--,318,179,100,139,139,Algún campo sin dato,1,2cabb231131696e2215c6515183a1c7856d7bf2ca93ca250d08023531a154d60,25/06/2023 22:39:15,ESCANER
12032,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1623,380,7,3,1,1,57,12,3,2,5,20,0,0,1,1,2,0,7,15,0,1,5,0,24,5,172,35,22,229,0,229,--,376,147,172,229,229,Algún campo sin dato,1,fde7b85ce1d3f3442231be4ea8501f551267298f0c6600558835533c6c7ef77a,26/06/2023 02:47:03,ESCANER
12033,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1623,380,9,0,2,0,31,19,0,1,11,27,2,0,3,1,3,0,13,16,2,1,4,0,16,1,162,33,35,230,0,230,--,--,--,162,230,230,Algún campo sin dato,1,6b505b7af7ca41b49bbad98b93dc250aabc4ba44252110083a8625b66485e28d,25/06/2023 23:09:18,ESCANER
12034,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1623,380,9,1,1,0,37,6,0,0,5,29,0,0,2,0,3,0,1,5,0,0,6,0,23,5,133,39,19,191,0,191,--,380,189,133,191,191,Algún campo sin dato,1,46669adfd9b266d98dacdd9be4bda653dfddb9830728d8f731b4d31d19780411,26/06/2023 00:29:43,ESCANER
12035,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1623,269,8,0,0,1,33,5,1,0,3,8,3,0,1,0,0,0,2,7,0,0,5,0,17,6,100,11,12,123,1,124,--,269,145,100,123,124,Algún campo sin dato,1,96152181d65f5a3edb2e3657981ff8c85fa612c420ea72802385d234ddcb407a,25/06/2023 23:24:16,ESCANER
12036,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1623,269,5,0,0,0,42,8,0,1,1,16,1,0,0,0,1,0,0,11,0,1,4,0,20,3,114,13,8,135,0,135,--,269,134,114,135,135,Algún campo sin dato,1,ffe6016e8981bf3cb70f5fa98ce17bff39a4cf75d00c9927ca88d53a10bb3c0e,25/06/2023 23:38:57,ESCANER
12037,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1624,578,2,2,1,3,18,11,0,2,6,23,1,0,2,1,4,0,6,11,1,0,0,0,0,3,97,21,8,126,0,126,--,578,552,97,126,126,Algún campo sin dato,1,6b7b0029395b2d03888ea96331c71151190b9f279cd93b7f001c766d79457062,25/06/2023 23:14:02,ESCANER
12038,"Suchitepéquez",10,"Santo Domingo Suchitepéquez",6,1624,578,2,5,2,1,4,8,0,3,1,10,0,2,0,0,2,0,0,9,0,0,0,0,0,1,50,11,5,66,0,66,--,578,512,50,66,66,Algún campo sin dato,1,dbb7a1d1191efe579572d58423335a1725920595706e8b1b263955b6b825b09c,25/06/2023 21:56:00,ESCANER
12039,"Suchitepéquez",10,"San Lorenzo",7,1625,400,7,3,36,8,3,10,1,3,5,66,1,0,5,0,0,0,3,27,0,3,5,0,7,10,203,39,50,292,0,292,--,400,108,203,292,292,Algún campo sin dato,1,9d0dff26fc4925e0e355f28b4db83370e4ea1b2a6f96061dc4da7688a8774c71,26/06/2023 00:52:51,ESCANER
12040,"Suchitepéquez",10,"San Lorenzo",7,1625,400,12,1,41,7,6,14,0,3,4,58,2,0,6,0,2,1,1,30,0,0,7,0,5,5,205,39,72,316,0,316,--,400,84,205,316,316,Algún campo sin dato,1,849880b1f0cc2ff7f6bc19d2c975d8228879de9901697624a9e0581c6498d233,26/06/2023 02:07:40,ESCANER
12041,"Suchitepéquez",10,"San Lorenzo",7,1625,400,12,7,37,10,2,9,2,3,6,52,2,1,8,1,0,1,5,31,0,1,8,1,2,4,205,41,53,299,0,299,--,400,101,205,299,299,Algún campo sin dato,1,1cb45b27d1d2dd0e602aac26eaf3e5573ed63d47aa5fb1f5059ac07012246466,26/06/2023 01:11:24,ESCANER
12042,"Suchitepéquez",10,"San Lorenzo",7,1625,368,12,3,30,11,3,8,1,2,3,48,1,0,3,1,6,0,3,26,0,1,10,0,0,16,188,29,35,252,0,252,--,368,116,188,252,252,Algún campo sin dato,1,32f7dd23d7733194cc0ef1870137dcf99aab24e142c9d7c695b21f29d8538138,26/06/2023 01:00:34,ESCANER
12043,"Suchitepéquez",10,"San Lorenzo",7,1625,368,16,2,28,12,2,8,0,5,8,45,0,0,7,0,0,0,2,26,1,0,8,0,4,30,204,31,23,258,0,0,--,--,--,204,258,258,Algún campo sin dato,1,3a20f618ccc6d8fbfdf6b94bb1931c8eb9623e3f0074b80f689114ad97975284,26/06/2023 03:48:42,ESCANER
12044,"Suchitepéquez",10,"San Lorenzo",7,1626,400,9,4,23,1,5,17,1,1,6,29,0,0,3,2,0,0,2,77,2,1,6,0,3,1,193,47,75,315,0,315,--,396,81,193,315,315,Algún campo sin dato,1,0490d498c5cc66fa7fc6872b1763d03782aefab053abd122a63217f502c1e1ab,26/06/2023 01:40:42,ESCANER
12045,"Suchitepéquez",10,"San Lorenzo",7,1626,400,11,5,40,7,5,15,2,2,4,37,0,0,2,1,0,0,0,55,0,0,4,0,2,2,194,34,92,320,0,320,--,396,76,194,320,320,Algún campo sin dato,1,3350a34b88616280114c59e87784c336ace75be5d91c6337d6813b86847355af,26/06/2023 02:14:26,ESCANER
12046,"Suchitepéquez",10,"San Lorenzo",7,1626,400,15,3,36,4,2,11,1,2,6,48,3,1,1,0,3,0,2,57,0,0,5,3,1,1,205,32,107,344,0,344,--,400,56,205,344,344,Algún campo sin dato,1,cb8fc56e0f631e8772774eef8c2d66d9582bc330590f2a59fe2cb303a90f51f4,26/06/2023 00:40:46,ESCANER
12047,"Suchitepéquez",10,"San Lorenzo",7,1626,400,14,3,24,4,5,20,0,1,0,53,0,0,1,0,1,0,0,56,0,1,3,0,4,7,197,36,97,330,0,330,2,400,68,197,330,330,,1,fc202a9d882031ca6a3b60b196d14b51f7c6b6b82dd9720ec8fac97bcd6be08c,26/06/2023 01:56:56,ESCANER
12048,"Suchitepéquez",10,"San Lorenzo",7,1626,400,7,3,35,2,6,8,1,0,5,35,2,3,2,1,0,0,0,55,0,0,4,0,4,5,178,43,53,274,0,274,--,404,130,178,274,274,Algún campo sin dato,1,75329b02cca9f0fd5290b7890ff9602758499db14e1a293bcc889a590a5337af,26/06/2023 01:28:24,ESCANER
12049,"Suchitepéquez",10,"San Lorenzo",7,1627,400,12,9,41,1,3,13,2,3,5,50,3,0,3,0,1,0,2,57,3,0,5,1,1,4,219,39,53,311,0,0,--,36,85,219,311,311,Algún campo sin dato,1,a325206e4f8e9a9ac8eb24961cebdd7e5729cb6f1116d10ebbbc1f39dba4eeb2,26/06/2023 04:46:31,ESCANER
12050,"Suchitepéquez",10,"San Lorenzo",7,1627,400,13,2,33,5,3,7,1,2,6,42,0,0,4,0,0,0,0,65,0,1,6,0,3,13,206,39,50,295,0,295,--,396,101,206,295,295,Algún campo sin dato,1,44e6394d213da4250d23fab69fa64f20ab63e2d76534d354febd9884ba426b44,26/06/2023 01:27:08,ESCANER
12051,"Suchitepéquez",10,"San Lorenzo",7,1627,400,15,2,30,6,6,9,2,2,3,30,3,1,3,0,1,0,1,69,0,3,8,0,4,16,214,39,33,286,0,286,--,400,114,214,286,286,Algún campo sin dato,1,79b2583708de67c8166b17acc785b1efa85a32cda57872d8892b2c9517168912,26/06/2023 01:05:05,ESCANER
