TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
866,832,96.0739,829,95.7274,3,314283,202373,64.3919

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,AZUL,CABAL,VALOR,MLP,UNE,P A N,VICTORIA,TODOS,VAMOS,ELEFANTE,PHG,PPN,MI FAMILIA,BIEN,PR,U R N G - MAIZ,PODEMOS,CREO,FCN-NACION,CAMBIO,UR,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12416,"Suchitepéquez",10,"Santa Bárbara",15,1689,214,4,16,9,4,0,28,0,0,8,25,2,0,25,0,5,0,1,0,0,1,0,1,0,3,132,4,8,144,0,144,--,214,70,132,144,144,Algún campo sin dato,1,56bdeec025884f5a99e6fd36754e2a6d7ab723f689fd06d252d8b56e25b3ef24,26/06/2023 01:35:32,ESCANER
12417,"Suchitepéquez",10,"Santa Bárbara",15,1690,400,15,13,14,3,0,25,0,3,31,53,4,1,34,0,18,0,1,0,0,1,0,0,0,0,216,40,26,282,0,282,--,400,118,216,282,282,Algún campo sin dato,1,893b09ef39995a36a411c924709465683975fb83317cfeb5420d4aae711a570f,26/06/2023 02:07:32,ESCANER
12418,"Suchitepéquez",10,"Santa Bárbara",15,1690,400,8,12,10,4,1,24,2,1,31,72,6,0,39,1,18,2,0,0,1,0,0,0,2,3,237,20,32,289,0,289,--,400,111,237,289,289,Algún campo sin dato,1,e5ee9d48ba28af2d64ae3318821e491e06d5c015bf344aa16a995a915f0bf8ce,26/06/2023 01:03:38,ESCANER
12419,"Suchitepéquez",10,"Santa Bárbara",15,1690,400,11,9,16,3,1,16,1,0,35,54,9,1,26,0,23,0,1,0,1,0,2,0,3,3,215,32,31,278,0,278,--,396,118,215,278,278,Algún campo sin dato,1,bac9cbfd7d55502bc530925f87096a5186e6ba75d72ee7a3787e3bcecd998c09,26/06/2023 00:48:24,ESCANER
12420,"Suchitepéquez",10,"Santa Bárbara",15,1690,205,3,4,5,1,0,12,0,3,13,31,3,0,26,0,12,0,0,0,0,0,0,0,2,3,118,8,14,140,0,140,--,202,62,118,140,140,Algún campo sin dato,1,c0f1cc527ab901c0ed370e616aaecf2990ce066d0a3deb652741b845e1cb5f48,26/06/2023 00:52:57,ESCANER
12421,"Suchitepéquez",10,"Santa Bárbara",15,1690,205,7,3,4,1,0,15,1,1,11,28,2,0,10,0,9,0,1,0,0,0,0,0,0,2,95,7,12,114,0,114,--,205,91,95,114,114,Algún campo sin dato,1,21c01139212e15d680b99b728e0a0255bfd193a2c3d14af997887154410e0053,26/06/2023 00:22:52,ESCANER
12422,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,15,22,8,0,1,33,3,2,16,65,4,1,46,0,9,0,0,0,1,0,4,0,1,1,232,26,27,285,0,285,--,376,91,232,285,285,Algún campo sin dato,1,e97397f0fc4771eff934236e28732de44ab9c06b07787e7c06281a9e23160351,26/06/2023 01:55:59,ESCANER
12423,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,13,32,11,4,1,34,1,2,26,61,2,0,64,1,5,1,2,0,0,0,6,0,0,0,266,23,28,317,0,317,--,373,56,266,317,317,Algún campo sin dato,1,284844a8847808fef1dc017836a59f4c36bc86aa7f72c65de971a478dd256c60,26/06/2023 01:17:05,ESCANER
12424,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,12,23,20,2,0,32,1,0,22,64,5,0,56,0,9,0,2,0,0,1,6,0,2,1,258,25,28,311,0,311,--,377,66,258,311,311,Algún campo sin dato,1,bd361027e135377d234b6d88f0bdb9771e92d64d0f65ab17b5ba36f73b8477f9,26/06/2023 01:58:19,ESCANER
12425,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,16,27,16,0,1,24,0,2,11,80,1,1,65,0,5,0,0,0,0,0,6,1,1,0,257,29,27,313,0,313,--,376,63,257,313,313,Algún campo sin dato,1,37eebf7566ffb1da420e5bb2911ea3ae8afdbc15259a6f3c37da4826178a232f,26/06/2023 03:09:07,ESCANER
12426,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,15,23,18,3,--,26,--,3,8,48,7,--,53,--,8,--,1,--,1,1,5,--,--,3,223,24,14,261,--,261,--,376,115,223,261,261,Algún campo sin dato,1,966fc6c00a6e85e2401dd942d51503aa92d7b5764c5eaa2fa9cf1b3bf69a45d9,26/06/2023 00:01:59,ESCANER
12427,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,12,21,16,3,3,27,1,1,11,45,5,0,44,0,16,0,4,1,0,2,10,0,3,5,230,14,21,265,0,265,--,376,111,230,265,265,Algún campo sin dato,1,b3b3ff2cb9ee9d204957256c1ed9d6c54718ca2d7b10503c6e27f8beab3700cd,26/06/2023 00:35:53,ESCANER
12428,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,20,16,11,6,0,39,0,0,18,40,8,1,42,1,6,0,1,0,1,0,12,1,1,2,226,26,18,270,0,270,--,376,106,226,270,270,Algún campo sin dato,1,e233b9f5ced01b84343c9c38d3c7842b6077ed58041a165dcd454599e2812853,26/06/2023 02:10:33,ESCANER
12429,"Suchitepéquez",10,"Santa Bárbara",15,1691,380,12,14,20,3,0,26,0,0,21,35,4,0,43,0,6,1,0,0,1,1,7,0,0,6,200,13,16,229,0,229,--,377,148,200,229,229,Algún campo sin dato,1,014f0a3e3ac5d2bb2b68cc24973afc04aef5c21eaf953f19cbdc9c48f270ee48,26/06/2023 00:54:41,ESCANER
12430,"Suchitepéquez",10,"Santa Bárbara",15,1691,347,10,19,13,2,1,24,3,1,14,33,5,0,60,0,4,1,1,0,0,0,9,1,2,12,215,15,17,247,0,247,--,344,97,215,247,247,Algún campo sin dato,1,989f3e18e1c07a30b7ce87478900eacdfce8b89b9994fd15d9537e63b998005e,26/06/2023 04:07:36,ESCANER
12431,"Suchitepéquez",10,"Santa Bárbara",15,1691,346,12,14,14,3,0,18,1,1,13,30,4,0,45,0,7,0,0,1,0,0,5,0,2,3,173,13,8,194,0,194,--,350,156,173,194,194,Algún campo sin dato,1,772f419e9596aabbefcba4b36538d2f89834b32f7c1564a5c83d7333e49111a0,26/06/2023 01:53:23,ESCANER
12432,"Suchitepéquez",10,"Santa Bárbara",15,1692,380,8,15,16,2,0,23,2,1,18,41,4,0,19,1,92,0,1,3,0,0,0,1,0,0,247,16,32,295,0,295,--,380,85,247,295,295,Algún campo sin dato,1,1e292bf011c38440bbc1eebea85743ae6dbab5119b3d6dccda3f9dcc54198a1a,25/06/2023 23:46:40,MOVIL
12433,"Suchitepéquez",10,"Santa Bárbara",15,1692,380,16,20,18,1,0,19,1,2,22,48,4,0,14,0,102,0,1,1,0,0,2,0,1,2,274,17,17,308,0,308,--,376,68,274,308,308,Algún campo sin dato,1,7c8eb6f044643d2bf88626f04de93b20b4ba709151e2671165a048257bf65f5e,26/06/2023 01:04:17,ESCANER
12434,"Suchitepéquez",10,"Santa Bárbara",15,1692,331,5,13,19,0,0,15,2,0,18,30,4,0,13,0,74,0,2,0,0,0,2,0,5,2,204,12,19,235,0,235,--,331,96,204,235,235,Algún campo sin dato,1,3901961adafff7ebe218ee5d42b1d14c4d08ecc08f485dd537a16f5a4cab6966,26/06/2023 01:37:11,ESCANER
12435,"Suchitepéquez",10,"Santa Bárbara",15,1692,331,11,20,15,0,0,22,1,1,14,39,3,0,13,0,67,0,0,0,1,1,1,0,1,3,213,18,9,240,91,331,--,331,91,213,240,331,Algún campo sin dato,1,aea492bae14f64f2624209039a4715728ec13c6a95a3a38c5f49964f69a943fc,26/06/2023 00:26:52,ESCANER
12436,"Suchitepéquez",10,"Santa Bárbara",15,1693,532,4,9,6,2,1,13,1,0,9,32,3,2,10,0,11,1,1,0,0,1,1,1,2,2,112,24,17,153,0,153,--,531,378,112,153,153,Algún campo sin dato,1,020f8f8cb13639f11c5872b768850b7e2316d103a41c4d6da03ef64958057989,25/06/2023 23:27:26,ESCANER
12437,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,19,4,17,1,1,31,0,2,1,51,17,0,36,0,1,0,5,0,1,2,8,6,5,3,211,50,24,285,0,285,--,396,111,211,285,285,Algún campo sin dato,1,e0582a755e02a272b6a1194f97e1f5daf9f63724bc923fde2a5d0c273f7f11bc,26/06/2023 01:31:31,ESCANER
12438,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,18,1,28,1,0,26,0,2,0,57,18,1,36,0,3,0,10,1,3,0,6,2,5,5,223,26,35,284,0,284,--,400,116,223,284,284,Algún campo sin dato,1,893303cb6f05fc298a94a446e40f911af5e83a7346638e697318022e5e4b2310,26/06/2023 01:00:44,ESCANER
12439,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,21,2,31,3,0,29,0,0,1,52,14,0,53,0,0,1,5,0,1,0,7,4,3,1,228,42,28,298,0,298,--,400,102,228,298,298,Algún campo sin dato,1,85bac2a6fa66fd989a14451cff2584754236dba3bd72adeea67402be888cdf15,26/06/2023 01:47:11,ESCANER
12440,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,20,4,21,3,0,20,0,0,0,64,14,0,50,1,2,0,6,2,0,0,8,1,4,9,229,40,42,311,0,311,--,400,89,229,311,311,Algún campo sin dato,1,08590a4f38e0aa94c6c1415d865fec0da1cf93306cb948dbef93ee73fe6f6242,26/06/2023 01:39:19,ESCANER
12441,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,17,2,30,3,1,44,0,1,3,49,20,0,54,3,3,1,6,1,2,1,5,1,10,3,260,36,41,337,0,337,--,400,63,260,337,337,Algún campo sin dato,1,aa0703b44e5d581f15cf6666eda6992a8f851dc37ccff55c95a154943ff8eda5,26/06/2023 00:57:27,ESCANER
12442,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,18,1,23,1,1,29,2,2,0,52,18,1,47,2,0,0,3,1,1,0,5,2,6,3,218,33,40,291,0,291,--,400,109,218,291,291,Algún campo sin dato,1,3de0a992468f4cd4114208fe1a6ddfd5b5ecd6068003e7aaadcd0416215b2b44,26/06/2023 03:11:45,ESCANER
12443,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,17,2,35,2,0,18,0,2,2,71,18,1,31,0,0,0,4,1,1,1,3,4,5,5,223,31,31,285,0,285,--,400,114,223,285,285,Algún campo sin dato,1,e05d478c091171f4ab01d1ea4ed94b18efcf0779100a3095aab340d3fae254ae,26/06/2023 01:54:38,ESCANER
12444,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,15,3,16,4,0,17,2,1,1,51,19,1,42,1,0,0,2,0,1,0,7,2,5,5,195,30,31,256,0,256,--,400,144,195,256,256,Algún campo sin dato,1,5291921ff05c93e49d53700913a5171fa21fc1cbbb92d4a60b6395f84086d4eb,26/06/2023 01:06:00,ESCANER
12445,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,14,3,29,3,1,26,0,3,0,59,15,1,40,0,0,0,3,0,0,1,2,3,7,3,213,28,27,268,0,268,--,400,132,213,268,268,Algún campo sin dato,1,319503f1ace0c70e8982b55f3d3f57fe83512797b48aa8d3ad52727d045dd363,26/06/2023 00:53:54,ESCANER
12446,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,13,1,28,3,0,26,1,2,0,86,14,0,34,0,0,0,1,1,0,0,9,0,4,5,228,26,27,281,0,281,--,400,119,228,281,281,Algún campo sin dato,1,fd57e860c8103c7e4e6d3f3ca9615ebd51b558407db2be191c927e6bc63cd2a0,26/06/2023 01:57:27,ESCANER
12447,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,18,0,32,4,0,17,0,2,0,48,14,0,52,0,2,0,0,2,1,0,6,0,3,10,211,27,18,265,0,265,--,400,135,211,256,256,Sumas Asentadas sin cuadrar,1,e6e4eb1fa5e166848428eac38b22b97bfceb556e090dc1438b7de1fb4989feb1,26/06/2023 02:04:36,ESCANER
12448,"Suchitepéquez",10,"San Juan Bautista",16,1694,400,19,1,23,2,0,17,0,3,1,60,14,0,36,1,0,0,6,2,0,0,3,4,10,7,209,22,24,255,0,255,--,396,141,209,255,255,Algún campo sin dato,1,412c8a17f9cbdf059ff7a7832043d81cf0ca8e60939a2ce52cbeec422ea55a90,26/06/2023 01:25:58,ESCANER
12449,"Suchitepéquez",10,"San Juan Bautista",16,1694,347,9,2,30,3,0,24,1,1,0,68,10,0,32,0,4,0,1,0,2,1,2,1,7,8,206,29,14,249,0,249,--,347,98,206,249,249,Algún campo sin dato,1,d4b84656733afa56487765f56f61fe91d79c45817db443494a0af4688b3a2b60,26/06/2023 02:14:05,ESCANER
12450,"Suchitepéquez",10,"San Juan Bautista",16,1694,346,6,2,21,0,0,18,0,2,0,42,13,0,40,0,4,0,2,0,1,1,7,3,7,6,175,23,11,209,0,209,--,345,137,175,209,209,Algún campo sin dato,1,0823bdfa2e7bdefa74b9c4cfc07bad885a66f8603b141326e2084581db718fdd,26/06/2023 01:58:12,ESCANER
12451,"Suchitepéquez",10,"Santo Tomás La Unión",17,1695,400,74,1,4,2,1,60,2,13,5,34,0,2,2,2,1,0,6,3,1,0,1,0,4,55,273,25,28,326,0,326,--,400,74,273,326,326,Algún campo sin dato,1,2b2ba4ce7514aa93cb1c82ffb5bf84de044f2b712817ce82469cea1211f8021a,26/06/2023 00:39:44,ESCANER
12452,"Suchitepéquez",10,"Santo Tomás La Unión",17,1695,400,90,0,3,4,1,43,0,6,5,38,0,5,1,1,2,1,4,2,0,1,4,0,2,41,254,35,29,318,0,318,--,400,82,254,318,318,Algún campo sin dato,1,cdeee86cd24c71335604afe090e1187b552395dbfa9b99ada2dc782c033687f8,26/06/2023 00:44:26,ESCANER
12453,"Suchitepéquez",10,"Santo Tomás La Unión",17,1695,400,73,1,5,2,2,55,0,10,3,45,0,2,1,0,1,0,4,0,0,0,1,2,1,44,252,35,29,316,0,316,0,400,84,252,316,316,,1,a5c4405425ca4b10f957b0f3056c22dc312ddb6e8aad29a616f03f8068cef88c,26/06/2023 01:22:47,ESCANER
12454,"Suchitepéquez",10,"Santo Tomás La Unión",17,1695,400,73,1,3,5,1,53,2,7,5,54,2,1,1,0,2,0,7,1,1,3,2,0,4,24,252,31,37,320,0,320,0,396,76,252,320,320,,1,e338f399091baeaa7f9630c9864a1677781e07651f1f371a6f9cb0b4c093bc50,26/06/2023 00:30:33,ESCANER
12455,"Suchitepéquez",10,"Santo Tomás La Unión",17,1695,400,86,0,5,1,2,45,1,11,5,54,1,2,2,0,0,1,2,0,1,0,2,0,1,30,252,32,51,335,0,335,0,400,65,252,335,335,,1,f48070092dcfe2d0e401b1e5f778edcd926e3d36a73b5697ff957f683686e4ae,26/06/2023 02:11:01,ESCANER
12456,"Suchitepéquez",10,"Santo Tomás La Unión",17,1695,400,103,0,4,2,1,50,0,8,5,48,0,1,2,1,3,0,4,2,0,0,2,3,2,31,272,33,43,348,0,348,0,400,52,272,348,348,,1,f3ec266d7a40d6751f29b7b29c499f37ae475bbdddb9278d0988099eedfd1bed,26/06/2023 00:29:42,ESCANER
12457,"Suchitepéquez",10,"Santo Tomás La Unión",17,1696,400,87,4,0,3,2,32,0,2,4,58,2,2,3,1,1,0,2,7,0,0,9,1,1,44,265,22,33,320,0,320,--,--,--,265,320,320,Algún campo sin dato,1,6cc165e621455563125f9f1fb703a89720c2b3d66c705bb205865d5f2c511113,26/06/2023 00:36:48,ESCANER
12458,"Suchitepéquez",10,"Santo Tomás La Unión",17,1696,400,75,1,0,1,2,48,0,8,4,40,0,0,6,2,0,0,3,1,0,1,2,0,4,63,261,41,28,330,0,330,--,392,62,261,330,330,Algún campo sin dato,1,3c3a0178e1a27d50863e2c6643cc859747b4c65d792299649d00f0bdc8ed8ff3,26/06/2023 01:13:37,ESCANER
12459,"Suchitepéquez",10,"Santo Tomás La Unión",17,1696,400,74,0,3,1,1,37,1,8,4,34,0,1,3,1,0,0,1,0,1,0,4,1,3,53,231,35,23,289,0,289,--,400,111,231,289,289,Algún campo sin dato,1,d0b3d4ed537570f6d8b066218ed9fdaf75840ff02dd22a5914f61c28cda3bbe1,26/06/2023 01:59:04,ESCANER
12460,"Suchitepéquez",10,"Santo Tomás La Unión",17,1697,400,61,0,1,3,0,49,2,8,7,31,1,2,5,0,1,0,3,3,1,0,2,0,3,54,237,32,22,291,0,291,0,396,105,237,291,291,,1,a4d21ec4a9f87ea267312510d3f73a9c02c152970df087d4e4a0a998e280ec4c,26/06/2023 04:37:14,ESCANER
12461,"Suchitepéquez",10,"Santo Tomás La Unión",17,1697,400,68,4,3,3,0,34,0,3,4,30,0,0,4,0,0,0,0,3,2,0,4,0,10,60,233,29,21,283,0,283,0,--,--,232,282,282,Sumas Asentadas sin cuadrar,1,5f1d271faf95743430c634bb36691029502c9c552bf083ec923dbb0aca3100fe,26/06/2023 04:21:55,ESCANER
12462,"Suchitepéquez",10,"Santo Tomás La Unión",17,1697,400,53,2,5,2,2,35,0,6,0,43,1,3,0,0,1,0,4,0,1,1,4,0,5,57,231,33,20,284,0,284,--,--,--,225,278,278,Sumas Asentadas sin cuadrar,1,c0b4d50eb42f14e565cc3e79cdfe28bec115ce1a2455f879b1e00f75068e9d4f,26/06/2023 04:49:21,ESCANER
12463,"Suchitepéquez",10,"Santo Tomás La Unión",17,1697,400,76,0,2,5,2,51,1,6,5,32,1,1,4,0,0,0,3,2,0,1,1,0,7,44,244,27,27,298,0,298,--,400,102,244,298,298,Algún campo sin dato,1,c346b9d3d09d7a5b7409999c58d7994c7779804ce76a345fe33f0f6223dec397,26/06/2023 01:36:47,ESCANER
12464,"Suchitepéquez",10,"Santo Tomás La Unión",17,1698,400,77,0,1,4,4,38,1,5,3,40,2,1,6,0,1,1,5,3,1,1,2,0,4,39,239,27,24,290,0,290,--,396,106,239,290,290,Algún campo sin dato,1,e1928985994bfdf31568d1181055c6eb9d50af21fb8e10701b8184b1e6cde3e1,26/06/2023 01:57:27,ESCANER
12465,"Suchitepéquez",10,"Santo Tomás La Unión",17,1698,400,65,1,4,2,2,39,0,4,7,32,2,0,2,1,0,0,3,2,0,0,6,1,7,58,238,17,17,272,0,272,--,400,128,238,272,272,Algún campo sin dato,1,9c7ecdd891f3e51108855710b2f8aa6928a5eb1bc7353594c74ffb7703dc90d0,26/06/2023 00:51:09,ESCANER
12466,"Suchitepéquez",10,"Santo Tomás La Unión",17,1698,400,67,0,1,5,6,44,0,6,13,28,0,1,3,1,2,0,0,2,0,0,2,0,6,75,262,18,17,297,0,297,1,396,98,262,297,297,,1,dcb47800b6e2dd078734050521fc0f0e1a9c4af484242b20181a106085f4585d,26/06/2023 00:59:13,ESCANER
12467,"Suchitepéquez",10,"Santo Tomás La Unión",17,1698,400,68,0,5,5,4,29,0,12,6,20,3,1,1,0,5,0,2,1,2,0,6,0,8,66,244,22,19,285,0,285,--,396,111,244,285,285,Algún campo sin dato,1,faa23402918f539b259fc2501d5e9a78f111d93f2990df081593a83a2123bc7a,26/06/2023 00:58:28,ESCANER
12468,"Suchitepéquez",10,"Santo Tomás La Unión",17,1698,301,40,0,1,2,2,40,0,4,6,28,0,0,2,0,0,0,0,0,2,1,2,0,2,53,185,18,21,224,0,224,--,301,77,185,224,224,Algún campo sin dato,1,be113513292bf8ebf87af2f16b1b3dd96cb258d1d228c373b9ed6908b587305e,26/06/2023 00:18:00,ESCANER
12469,"Suchitepéquez",10,"Santo Tomás La Unión",17,1698,301,63,0,0,1,4,39,0,0,2,22,0,4,2,1,0,0,2,2,0,0,0,0,2,29,173,17,8,198,0,198,--,301,103,173,198,198,Algún campo sin dato,1,eab9ee882e4d860c315986c02e2ddcc22903d717e232a9a513478f06ed5202fa,26/06/2023 00:07:13,ESCANER
12470,"Suchitepéquez",10,"Santo Tomás La Unión",17,1699,400,101,2,1,1,2,25,0,9,2,60,0,1,4,1,0,0,3,0,0,0,0,3,0,15,--,29,38,297,--,--,--,396,99,230,297,297,Algún campo sin dato,1,6f14746056ccea030bccf2249f41acb66fa7c747a7a9c88401a26ef43597f76b,26/06/2023 04:11:28,ESCANER
12471,"Suchitepéquez",10,"Santo Tomás La Unión",17,1699,325,51,1,2,0,1,33,0,10,2,36,1,0,2,0,3,0,2,0,0,1,3,1,1,14,164,22,16,202,0,202,--,325,123,164,202,202,Algún campo sin dato,1,e096aa022b39d957d4be69ea595e00434a98339c2f0ee0cf2503d2987180da53,26/06/2023 00:49:29,ESCANER
12472,"Suchitepéquez",10,"Santo Tomás La Unión",17,1699,325,61,0,0,0,2,15,0,8,1,41,1,1,1,0,0,0,0,0,1,0,0,0,2,17,151,14,16,181,1,182,1,325,146,151,181,182,,1,cfda6182c0bef74e402f36ec3dcec1c580b606f68745fe16c9b094788e4cffa5,26/06/2023 00:32:54,ESCANER
12473,"Suchitepéquez",10,"Zunilito",18,1700,400,9,3,4,2,2,8,0,2,28,84,2,0,61,0,4,1,2,3,0,0,7,1,2,7,232,39,59,330,0,330,--,400,70,232,330,330,Algún campo sin dato,1,f661c0869cdef92a951e0add02d0974cdd7f969f6eaf74ffac1517fa6b8c561a,26/06/2023 00:37:25,ESCANER
12474,"Suchitepéquez",10,"Zunilito",18,1700,400,14,7,0,2,2,9,0,0,23,91,13,0,67,1,4,0,1,1,1,1,5,1,1,6,250,26,39,315,19,334,--,400,66,250,315,334,Algún campo sin dato,1,d2770d3b7a325c7d11be54a5ee8e4698aa5e36020fdf95175220824f409786bf,26/06/2023 01:23:10,ESCANER
12475,"Suchitepéquez",10,"Zunilito",18,1700,400,16,2,6,6,4,11,3,3,28,92,15,0,64,0,4,0,6,1,0,0,11,2,5,8,287,30,46,363,0,363,--,400,37,287,363,363,Algún campo sin dato,1,7d69eee17a0791cd2cbcc57cc94d87ced43cdca6cc41e8ccd2c5e56826406094,26/06/2023 01:23:49,ESCANER
12476,"Suchitepéquez",10,"Zunilito",18,1700,400,10,2,2,5,1,14,1,1,32,117,17,0,71,0,4,0,3,3,0,0,8,0,5,7,303,37,38,378,0,378,--,399,21,303,378,378,Algún campo sin dato,1,2d052263fbffc45776abf7f5706eff996a2b07fe49012d4497679efbafc3cb56,26/06/2023 00:54:03,ESCANER
12477,"Suchitepéquez",10,"Zunilito",18,1700,400,14,0,3,2,3,8,1,4,21,112,9,0,69,0,2,0,1,3,0,2,6,0,3,3,266,35,64,365,0,365,--,400,35,266,365,365,Algún campo sin dato,1,c668d7f24ee1822d782c9f46f34abbbda53ccf7086d60391f33c83f9fb91e918,26/06/2023 00:56:51,ESCANER
12478,"Suchitepéquez",10,"Zunilito",18,1700,400,15,1,2,3,5,1,1,4,24,106,12,0,93,2,7,0,3,1,2,1,2,2,3,4,294,29,33,356,0,356,--,400,44,294,356,356,Algún campo sin dato,1,8cb7c34d884d0c37df7c2a46ed5d2050714bdfc0306dc4d09ba73d86a58e69c4,26/06/2023 01:15:59,ESCANER
12479,"Suchitepéquez",10,"Zunilito",18,1700,400,15,2,2,6,1,13,0,2,20,101,11,2,86,1,2,0,1,1,0,0,7,2,1,4,280,33,35,348,0,348,--,398,50,280,348,348,Algún campo sin dato,1,6bed42d7d91eda629ef6e3863b5ac33093aa7ad6b53f678bfc2853789700b864,26/06/2023 01:39:35,ESCANER
12480,"Suchitepéquez",10,"Zunilito",18,1700,400,12,4,1,4,5,6,0,1,24,98,13,0,66,0,3,0,2,3,2,0,7,1,2,7,261,32,30,323,77,400,--,400,77,261,323,400,Algún campo sin dato,1,5ed2f05a6fd87df6b2b4febfe11dab42c8fcbad25837da115709958a9aa47a9e,26/06/2023 00:13:29,ESCANER
12481,"Suchitepéquez",10,"Zunilito",18,1700,400,12,5,1,4,3,13,0,3,22,84,9,0,78,0,4,0,0,2,2,0,4,1,7,18,272,35,23,330,0,330,--,396,66,272,330,330,Algún campo sin dato,1,8a1189879c53a3fa5fad98ff090067babc5768f48b8a55c04d270b135dcf862c,26/06/2023 01:01:22,ESCANER
12482,"Suchitepéquez",10,"Zunilito",18,1701,400,17,1,0,5,1,4,0,4,24,79,10,1,68,0,2,0,2,1,2,0,4,3,10,8,246,47,26,319,0,319,--,396,77,246,319,319,Algún campo sin dato,1,91bff937424a323941cc94f5d6c28b2e0acc6e8b11aae25748603cd5497219bb,25/06/2023 22:49:17,ESCANER
12483,"Suchitepéquez",10,"Zunilito",18,1701,400,13,0,0,6,1,7,1,5,26,90,12,1,86,0,3,0,4,0,0,1,9,0,6,12,283,29,18,330,0,330,--,400,70,283,330,330,Algún campo sin dato,1,300cc952d27da3b350d6b11f623e2c872323afb059240638026d6ec83832f542,26/06/2023 00:08:37,ESCANER
12484,"Suchitepéquez",10,"Zunilito",18,1701,400,8,0,1,5,2,2,2,3,33,88,14,0,80,0,8,0,3,3,1,0,5,2,9,11,281,34,13,328,0,328,--,400,72,280,327,327,Sumas Asentadas sin cuadrar,1,47d33f59355a4a8aec8d9027c7f7a0bcd4ba57b2eef3b7cafe2fd9bf29637a71,26/06/2023 00:53:22,ESCANER
12485,"Suchitepéquez",10,"Zunilito",18,1702,400,11,3,1,4,4,10,2,2,34,81,13,0,67,1,5,0,1,2,0,0,12,1,7,22,283,25,14,322,0,322,--,396,74,283,322,322,Algún campo sin dato,1,6f79ec349c49a0f3c93952f2e62bc39657b83767d3452ac9af340247489f46e6,25/06/2023 23:39:43,ESCANER
12486,"Suchitepéquez",10,"Zunilito",18,1702,363,16,1,1,0,0,10,0,1,26,88,6,0,85,0,4,0,3,0,0,1,11,0,2,18,273,5,10,288,19,307,--,363,56,273,288,307,Algún campo sin dato,1,518afaba133f7e10795713774b879a7903b784e97e1457b4b8d62ffdc14c611e,25/06/2023 23:10:07,ESCANER
12487,"Suchitepéquez",10,"Zunilito",18,1702,362,6,3,1,3,2,4,0,2,32,68,9,0,66,0,3,0,4,2,2,2,5,1,5,9,229,19,13,261,0,261,--,366,105,229,261,261,Algún campo sin dato,1,94a4da326295092ba4017621cde78f67232e443f703e39a8e6c23fa990a1e1a5,25/06/2023 23:00:36,ESCANER
12488,"Suchitepéquez",10,"Zunilito",18,1703,380,4,2,2,3,1,13,2,5,9,126,3,0,57,0,0,0,2,2,2,0,2,0,4,1,240,23,75,338,0,338,--,380,42,240,338,338,Algún campo sin dato,1,a49f4159cda9239a40c48296248edb7b2bef66a14cf78d8c2b24654a2baa6ff2,25/06/2023 23:33:24,ESCANER
12489,"Suchitepéquez",10,"Zunilito",18,1703,380,10,3,3,2,1,8,0,2,6,136,6,1,58,2,1,0,1,0,1,1,1,0,2,3,248,22,43,313,0,313,--,380,67,248,313,313,Algún campo sin dato,1,d640ed9530fec9b33e22b2da64a1a31c4d14db5b9a40dc950971ad3286903514,26/06/2023 00:06:02,ESCANER
12490,"Suchitepéquez",10,"Zunilito",18,1703,196,3,2,1,1,2,3,0,1,5,65,3,0,35,0,1,0,0,3,0,1,1,0,4,2,133,17,17,167,0,167,--,196,29,133,167,167,Algún campo sin dato,1,731c9bcb8268e4c8b3e1cf5ae85e113bd62a46c0034cc624c53bbb14596e90ab,25/06/2023 22:52:03,ESCANER
