TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
509,503,98.8212,503,98.8212,0,189734,108927,57.4103

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,TODOS,CREO,PODEMOS,WINAQ,MLP,P A N,ELEFANTE,PPN,VAMOS,FCN-NACION,UNE,VICTORIA,UR,VIVA,VALOR,MI FAMILIA,PHG,CAMBIO,U R N G - MAIZ,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23267,"Jalapa",21,"San Pedro Pinula",2,3651,400,13,14,2,17,3,0,0,8,1,1,7,36,1,36,2,3,1,37,1,0,0,10,2,195,38,33,266,0,266,--,400,134,195,266,266,Algún campo sin dato,1,b60041c8835b7aad305cc304d93b82652d28ba5be9bf6132e3db1c7cb1e1f362,26/06/2023 00:46:26,ESCANER
23268,"Jalapa",21,"San Pedro Pinula",2,3651,400,16,22,1,10,2,0,0,11,0,0,15,52,2,40,1,7,3,45,0,0,3,1,0,231,21,33,285,0,285,--,400,115,231,285,285,Algún campo sin dato,1,c3f4d0d35f6fdfc5271b808d99befa645078ae58aab79a62744be959f9a8fa49,26/06/2023 02:43:23,ESCANER
23269,"Jalapa",21,"San Pedro Pinula",2,3651,400,16,10,0,12,1,0,1,5,0,1,8,34,0,29,3,8,2,78,0,0,3,1,1,213,36,44,293,0,293,--,400,107,213,293,293,Algún campo sin dato,1,3826f6ba2166fa8c538b2ae158f46795f62b3305819b36844b7b6eaa2aa245c5,26/06/2023 17:58:25,ESCANER
23270,"Jalapa",21,"San Pedro Pinula",2,3652,400,24,8,0,13,1,0,1,3,0,0,5,31,0,33,2,7,2,67,2,0,5,3,0,207,41,32,280,0,280,--,400,120,207,280,280,Algún campo sin dato,1,7582cfa5260c3a5993e4feeec8ac5384bd0783f848918b006c43c8dc66fc41fb,26/06/2023 02:37:23,ESCANER
23271,"Jalapa",21,"San Pedro Pinula",2,3652,400,44,6,1,16,1,1,1,5,0,0,10,37,0,29,1,12,2,28,0,0,1,0,1,196,28,28,252,0,252,--,400,148,196,252,252,Algún campo sin dato,1,0b21e8fad3bf6cd8ede5c41a1ff96df28f3c9d4c17b04c9102be71fc33d732de,26/06/2023 02:47:33,ESCANER
23272,"Jalapa",21,"San Pedro Pinula",2,3653,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
23273,"Jalapa",21,"San Pedro Pinula",2,3653,400,28,20,1,15,1,0,0,3,0,0,10,28,2,27,2,5,1,61,0,0,2,1,2,209,19,29,257,0,257,--,400,143,209,257,257,Algún campo sin dato,1,79090f1a1c913bef1e93dcf3ed50bb2b85d2a0bba76f5d182862e7f09ef237bc,26/06/2023 03:01:47,ESCANER
23274,"Jalapa",21,"San Pedro Pinula",2,3654,400,15,7,1,13,3,0,0,4,2,0,11,33,0,27,3,2,4,42,1,0,0,1,4,173,26,25,224,0,224,0,398,174,173,224,224,,1,edfa02fc2261032c8428a78ab4b443c51c3e08b1a8b6278757dda0dc4901a2fc,26/06/2023 03:06:52,ESCANER
23275,"Jalapa",21,"San Pedro Pinula",2,3654,400,20,11,0,14,1,1,0,6,1,0,8,26,1,33,1,12,3,47,0,0,0,3,1,189,30,25,244,0,244,--,400,156,189,244,244,Algún campo sin dato,1,ec592237c7dac4daa534b39e2e40ac8cc035e0a9d52640e7ee9be1bd9e56e60e,26/06/2023 03:02:33,ESCANER
23276,"Jalapa",21,"San Pedro Pinula",2,3654,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
23277,"Jalapa",21,"San Pedro Pinula",2,3655,400,25,14,3,13,0,0,0,5,0,0,6,32,0,26,1,7,4,36,0,0,2,2,3,179,25,24,228,0,228,--,400,172,179,228,228,Algún campo sin dato,1,979e826b2507875e2fa5f6becca86ba01428ec91de6feb57ad95daae7fa78599,26/06/2023 02:46:21,ESCANER
23278,"Jalapa",21,"San Pedro Pinula",2,3655,400,24,15,1,17,2,0,0,2,0,0,4,32,1,13,1,8,0,57,0,0,2,4,1,184,9,9,202,1,203,--,400,197,184,202,203,Algún campo sin dato,1,f789763440000777bf950a37b00c50870f9775725eda115adc78270c363c392c,26/06/2023 02:54:07,ESCANER
23279,"Jalapa",21,"San Pedro Pinula",2,3656,400,18,9,3,15,3,0,0,4,0,0,6,49,0,14,1,7,1,43,0,0,0,2,6,181,9,14,204,0,204,0,400,196,181,204,204,,1,1c1ce8288ef909b7e54fd70a901a3fa0e0b196cc1745546c7a97efd9c9cd8437,26/06/2023 00:29:45,ESCANER
23280,"Jalapa",21,"San Pedro Pinula",2,3656,400,13,23,2,23,5,0,2,2,0,0,3,21,0,24,1,18,1,37,0,0,2,1,2,180,12,18,210,0,210,0,397,187,180,210,210,,1,5ab50f0e8605188a373e6c6a582603d1ba02ae5c4236d49910c4052ad3bb06af,26/06/2023 00:36:56,ESCANER
23281,"Jalapa",21,"San Pedro Pinula",2,3656,367,18,7,0,14,2,0,0,3,0,0,6,17,0,12,0,8,2,36,0,1,2,1,2,131,12,5,148,0,148,0,368,220,131,148,148,,1,66220b9c465ff52bbf23f6ab68045b5b6dbe73d22dbeff1ab688e4b673332be6,26/06/2023 00:44:21,ESCANER
23282,"Jalapa",21,"San Pedro Pinula",2,3656,366,9,8,0,7,2,0,0,3,0,0,9,37,0,22,3,3,4,41,0,0,2,2,3,155,16,11,182,0,182,0,366,184,155,182,182,,1,66d578655bf6524b703b475c5d00c13cdb9553f2aa88fd1b9790eea6cd287a4f,26/06/2023 00:48:38,ESCANER
23283,"Jalapa",21,"San Pedro Pinula",2,3657,400,32,9,3,10,6,0,0,3,3,0,8,45,1,32,2,4,5,31,2,0,1,2,2,201,30,19,250,0,250,0,400,150,201,250,250,,1,feb9c5705f77c33fa97a225bc21c6a256197b57a4ad2603faff4b06175a60c16,26/06/2023 02:57:57,ESCANER
23284,"Jalapa",21,"San Pedro Pinula",2,3657,400,29,15,2,13,7,0,0,4,0,0,10,48,2,27,2,7,1,31,0,0,3,3,1,205,28,17,250,0,250,--,400,150,205,250,250,Algún campo sin dato,1,874dda32ef0857040dd9c857ac96f45e48a269c564e1f4de7b58ca389922b343,26/06/2023 03:03:10,ESCANER
23285,"Jalapa",21,"San Pedro Pinula",2,3657,400,25,18,2,15,9,1,0,8,0,0,2,46,2,39,6,5,4,31,0,0,4,1,5,223,26,34,283,0,283,--,400,117,223,283,283,Algún campo sin dato,1,c015e04b30e4402cea9e287ff485bb9b7fd6e214a2b74ec7e48967b4bbf26fb1,26/06/2023 19:56:21,ESCANER
23286,"Jalapa",21,"San Pedro Pinula",2,3657,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
23287,"Jalapa",21,"San Pedro Pinula",2,3657,400,26,12,4,15,9,0,0,13,0,0,0,48,2,39,2,6,0,39,1,0,0,2,3,221,33,20,274,0,274,--,397,123,221,274,274,Algún campo sin dato,1,dc62212fddd3f8df37d2949bf5d22b3dd2a1d7c18be3f0b95217ba1b5f5e5816,26/06/2023 03:17:30,ESCANER
23288,"Jalapa",21,"San Pedro Pinula",2,3657,400,37,9,2,16,6,0,0,9,0,0,13,51,0,32,5,4,1,39,1,0,0,1,4,230,25,24,279,0,279,--,400,121,230,279,279,Algún campo sin dato,1,d816c1369dfc87c5ca57a07f714d66c3b1eb76b8ac653c791114ccbc647ba2fb,26/06/2023 04:14:05,ESCANER
23289,"Jalapa",21,"San Pedro Pinula",2,3657,400,32,12,1,17,7,0,0,0,0,0,16,76,0,25,3,2,4,29,0,0,2,1,2,229,32,24,285,0,285,--,400,115,229,285,285,Algún campo sin dato,1,478b9e468402b4df88e2aaa0adcb775f7b1c1d4975601b7d80ce09a78297a4b3,26/06/2023 04:19:03,ESCANER
23290,"Jalapa",21,"San Pedro Pinula",2,3657,400,38,9,1,19,12,0,1,1,0,0,11,53,1,29,1,7,9,23,2,0,6,0,1,224,42,26,292,0,292,--,400,108,224,292,292,Algún campo sin dato,1,11d6d6ddeebaf3d8a050fba1ce2b98a61154e304dda69731b33a9e7cec7f5782,26/06/2023 04:11:58,ESCANER
23291,"Jalapa",21,"San Pedro Pinula",2,3657,400,24,10,1,17,6,0,1,2,0,2,9,45,1,28,4,4,4,25,1,0,2,1,2,189,32,33,254,0,254,--,400,146,189,254,254,Algún campo sin dato,1,7f905dbdeb371b7fa3b8e39d6573b5425030a39dd840a032dcc36549c8e29c88,26/06/2023 04:18:31,ESCANER
23292,"Jalapa",21,"San Pedro Pinula",2,3657,400,33,6,2,15,6,0,0,4,1,0,5,55,1,25,0,4,1,29,0,0,3,3,3,196,24,19,239,0,239,--,400,161,196,239,239,Algún campo sin dato,1,5c87186009bfe093fa313de21fe19c252c59ea9cc759bebb9235fa76d196fd43,26/06/2023 04:51:13,ESCANER
23293,"Jalapa",21,"San Pedro Pinula",2,3658,400,23,14,1,11,6,1,0,3,0,0,6,46,1,23,1,6,6,29,0,0,4,2,1,184,36,22,242,0,242,--,400,158,184,242,242,Algún campo sin dato,1,bc8d779e97688944113351430bbb3cf3f8ffb9dc26be20ece993d22e5d492fd9,26/06/2023 04:30:37,ESCANER
23294,"Jalapa",21,"San Pedro Pinula",2,3658,400,31,9,11,2,9,0,1,3,0,0,12,51,1,14,1,7,3,37,0,0,3,1,5,201,27,26,254,0,254,--,400,146,201,254,254,Algún campo sin dato,1,6df1f7f3ce05292839b3a8ab817fdd5223c71b36d4be2d8e633f682945f26693,25/06/2023 23:35:54,ESCANER
23295,"Jalapa",21,"San Pedro Pinula",2,3658,400,39,15,1,18,10,0,0,3,0,0,7,36,0,19,1,3,3,34,0,0,7,2,4,202,22,24,248,0,248,--,400,152,202,248,248,Algún campo sin dato,1,5a009c07d0aaa1f9a9a4e1ca2bad79fd3df2e30e5b8aeb95967830a22a723b36,26/06/2023 04:42:31,ESCANER
23296,"Jalapa",21,"San Pedro Pinula",2,3658,400,37,6,3,13,12,2,1,0,1,1,9,58,2,21,3,5,3,26,0,1,2,0,4,210,35,22,267,0,267,--,400,133,210,267,267,Algún campo sin dato,1,ab2fe02f6ec2fe265f26283d759dbb3816778e48f70f594db256b21ea28e5d0b,26/06/2023 04:46:50,ESCANER
23297,"Jalapa",21,"San Pedro Pinula",2,3658,400,21,12,3,12,6,0,0,5,0,1,9,51,0,18,1,4,4,30,1,0,0,0,6,184,28,20,232,0,232,--,400,168,184,232,232,Algún campo sin dato,1,af535abf9235137d681dcd3079ba05b9605749776916fdb40b432f081f543b79,26/06/2023 04:38:04,ESCANER
23298,"Jalapa",21,"San Pedro Pinula",2,3658,400,24,4,2,12,9,1,0,3,0,0,5,41,0,17,1,4,3,45,0,0,4,0,5,180,13,12,205,0,205,--,400,195,180,205,205,Algún campo sin dato,1,7cad0082d51052c9bb9497d1ef254155edbfc911476f2321ffd8980f42208953,26/06/2023 04:43:24,ESCANER
23299,"Jalapa",21,"San Pedro Pinula",2,3658,400,28,8,0,17,8,0,0,6,0,1,4,32,1,23,0,7,7,34,0,1,2,0,7,186,17,10,213,0,213,--,400,187,186,213,213,Algún campo sin dato,1,d6790d0d5f40c7d762d89cef4f55cd46a3748b37ba645001141c7a73c82bb27d,26/06/2023 03:14:39,ESCANER
23300,"Jalapa",21,"San Pedro Pinula",2,3658,400,39,9,1,13,7,0,1,3,1,1,11,44,0,15,2,7,2,43,0,0,1,1,4,205,16,14,235,0,235,--,400,165,205,235,235,Algún campo sin dato,1,e0b4023fbb3935b46a83c80bd5e0ccc5ad89206d2ac4f5aca5e11600aebc9c1e,26/06/2023 03:24:49,ESCANER
23301,"Jalapa",21,"San Pedro Pinula",2,3658,400,30,6,1,11,3,0,1,4,0,0,5,43,0,16,0,9,3,41,1,0,1,1,4,180,12,11,203,0,203,--,400,197,180,203,203,Algún campo sin dato,1,3b0ccb67012e4a7dab686f8e822a50ee5c3135caeb47f296e49c4df3c3428243,26/06/2023 02:31:47,ESCANER
23302,"Jalapa",21,"San Pedro Pinula",2,3658,253,18,3,1,9,0,0,0,1,0,0,6,12,0,10,0,1,2,21,2,0,1,0,2,89,9,8,106,0,106,--,253,147,89,106,106,Algún campo sin dato,1,00b60c7a493c39e29655049d9ef783d156ae4c84d266632e1c2636a3d9bd9374,25/06/2023 23:32:21,ESCANER
23303,"Jalapa",21,"San Pedro Pinula",2,3658,252,15,6,0,12,2,0,0,1,0,0,0,25,0,15,0,3,2,12,0,0,4,1,2,100,16,7,123,0,123,--,252,129,100,123,123,Algún campo sin dato,1,35a65e0de350f3b9fdbd7e10f3ad426d03f7764ff57f026a196d0c16f3960c35,26/06/2023 04:53:18,ESCANER
23304,"Jalapa",21,"San Pedro Pinula",2,3659,380,5,16,3,9,0,0,1,13,0,1,2,17,0,51,0,1,1,14,0,0,8,1,0,143,34,29,206,0,206,--,380,174,143,206,206,Algún campo sin dato,1,dbb409cc4630f89100aa82c681bb38b6a4798ea8d36eb74af4476fd29ef8771a,26/06/2023 18:00:39,ESCANER
23305,"Jalapa",21,"San Pedro Pinula",2,3659,380,8,22,0,19,0,1,0,7,0,0,10,23,1,50,0,1,1,8,0,0,6,1,0,158,33,32,223,0,223,--,380,157,158,223,223,Algún campo sin dato,1,9bd8d61ffc8c11e646f284a64208d277ea90878cda3b5f9e0423a38ca7e0f244,26/06/2023 01:00:44,ESCANER
23306,"Jalapa",21,"San Pedro Pinula",2,3659,380,7,21,1,18,0,0,1,7,1,2,8,38,0,43,2,1,0,9,0,0,8,0,1,168,18,20,206,0,206,--,380,174,168,206,206,Algún campo sin dato,1,e670933477361499adf22231c69f1b263ebb81e4dc27392533a143a555c16601,26/06/2023 00:03:30,ESCANER
23307,"Jalapa",21,"San Pedro Pinula",2,3659,380,4,8,3,7,1,0,1,9,1,0,3,14,0,54,0,4,0,10,0,1,18,1,0,139,32,29,200,0,200,--,380,180,139,200,200,Algún campo sin dato,1,833c85912ba530edaf9da7bb67f61a04f28db9a7b1113532159bced79e11a854,26/06/2023 01:49:05,ESCANER
23308,"Jalapa",21,"San Pedro Pinula",2,3659,380,6,19,1,25,2,1,1,7,0,1,4,20,0,20,1,1,3,12,1,0,3,0,1,129,23,18,170,--,170,--,381,211,129,170,170,Algún campo sin dato,1,ba2a71f2b45293b5895621460715a235369d8d8e7977c62428e5743082b60718,26/06/2023 04:29:11,MOVIL
23309,"Jalapa",21,"San Pedro Pinula",2,3659,357,5,12,1,20,0,0,0,8,0,0,0,10,0,34,0,3,1,12,0,0,5,0,1,112,12,9,133,0,133,--,357,224,112,133,133,Algún campo sin dato,1,8d61999e98109fe929850ad04eb58666959ee0275d268186cbda095f17d7fbcf,25/06/2023 23:42:24,ESCANER
23310,"Jalapa",21,"San Pedro Pinula",2,3659,356,4,9,0,11,1,0,0,11,0,2,0,23,0,30,0,0,0,8,0,0,10,0,1,110,20,14,144,0,144,--,356,212,110,144,144,Algún campo sin dato,1,22c0b0e8b2f22f8ca85bf1ae7be823f5f7b70cf2096b3e3b51f3ad5f7562fcf3,25/06/2023 23:23:33,ESCANER
23311,"Jalapa",21,"San Pedro Pinula",2,3660,380,10,7,1,8,0,0,0,22,0,0,6,24,1,40,0,8,2,7,0,0,4,2,0,142,25,30,197,0,197,--,369,172,142,197,197,Algún campo sin dato,1,bbc95e75f9c730b22a97634af1644895b1c38d9d568a0c72ba9ce0c3c53c4ccc,26/06/2023 01:49:28,ESCANER
23312,"Jalapa",21,"San Pedro Pinula",2,3660,380,5,7,2,9,1,0,1,24,1,1,13,10,0,45,0,3,3,6,1,0,2,2,2,138,25,14,177,0,177,--,380,203,138,177,177,Algún campo sin dato,1,d8a81e3982a53c59f544c84fe1af5015799c89b50b372dcf304b7d27cf7bd7d7,26/06/2023 19:34:20,ESCANER
23313,"Jalapa",21,"San Pedro Pinula",2,3660,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
23314,"Jalapa",21,"San Pedro Pinula",2,3660,380,7,5,2,5,1,0,0,30,0,1,3,17,0,51,4,3,2,13,0,0,2,4,0,150,25,27,202,0,202,0,380,178,150,202,202,,1,ef8b2deed95337c41e61ca21ffd629ee165e84a979e349227ac86ac2b14da75d,26/06/2023 01:18:30,ESCANER
23315,"Jalapa",21,"San Pedro Pinula",2,3660,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
23316,"Jalapa",21,"San Pedro Pinula",2,3660,380,8,17,3,1,0,1,0,10,2,0,10,18,0,59,0,10,11,12,0,1,4,1,0,168,35,18,221,0,221,--,380,159,168,221,221,Algún campo sin dato,1,5c16c4854d7098acaa6fbac4c046ceb189af006d58093092151c93498a100847,26/06/2023 19:37:08,ESCANER
23317,"Jalapa",21,"San Pedro Pinula",2,3660,380,11,4,4,7,0,0,0,19,0,0,9,22,0,52,0,2,4,22,0,0,4,0,0,160,56,20,236,0,236,--,380,137,160,236,236,Algún campo sin dato,1,291750df1a1071beba6b83d87602e23b71c97a5950116b7daaaeea356f3346b7,26/06/2023 19:34:17,ESCANER
23318,"Jalapa",21,"San Pedro Pinula",2,3660,380,11,8,4,5,1,0,0,31,1,2,4,21,1,34,0,5,1,9,0,0,4,0,0,142,27,40,209,0,209,0,380,171,142,209,209,,1,125d52e0626fd67fe3bb900c8a846d45c0191a3cc56879e68ad0039bc50c8a01,26/06/2023 19:29:51,ESCANER
23319,"Jalapa",21,"San Pedro Pinula",2,3660,380,6,11,1,5,0,1,0,10,2,0,5,13,0,37,0,2,2,13,1,0,3,0,1,113,24,8,145,0,145,--,380,234,113,145,145,Algún campo sin dato,1,afb57bcf32c252d0f5f442cd9db8eb11768a2fb9cd8502c49fa6a1f89950a950,26/06/2023 01:27:59,ESCANER
23320,"Jalapa",21,"San Pedro Pinula",2,3660,380,3,6,4,9,0,0,0,35,0,0,5,27,0,24,2,2,2,16,1,0,3,0,1,140,26,20,186,0,186,--,380,194,140,186,186,Algún campo sin dato,1,16fec7917cb1d3145a784c4643f79dd069b6c602c2a83a163d0f4ba8b2554457,26/06/2023 01:15:33,ESCANER
23321,"Jalapa",21,"San Pedro Pinula",2,3660,380,7,8,0,5,0,0,0,20,0,1,5,17,0,30,1,3,3,13,0,0,7,0,1,121,26,17,164,0,164,--,381,217,121,164,164,Algún campo sin dato,1,96c88a8db59df08f85ea639eb3c00d04b4db81add458319909bece977f9a3665,26/06/2023 02:01:25,ESCANER
23322,"Jalapa",21,"San Pedro Pinula",2,3661,380,10,9,0,7,1,0,1,13,1,2,5,10,0,29,1,2,4,13,2,0,1,0,0,111,30,16,157,0,157,0,380,223,111,157,157,,1,9305f26f03426a7c0db82f91571f5b9d1b161412bd0b1b20a1a15ff30ce31e99,26/06/2023 01:05:00,ESCANER
23323,"Jalapa",21,"San Pedro Pinula",2,3661,380,4,9,0,3,0,0,0,14,0,0,10,27,0,27,1,3,2,11,0,0,5,0,0,116,24,11,151,0,151,0,380,229,116,151,151,,1,9dab6968558c39205e44ef922b6385441eaf0f586b9257342fe3127aa1662df3,26/06/2023 00:41:07,ESCANER
23324,"Jalapa",21,"San Pedro Pinula",2,3661,380,6,2,0,5,0,0,0,12,0,0,2,7,0,26,1,10,1,7,0,1,4,0,0,84,17,9,110,0,110,--,380,270,84,110,110,Algún campo sin dato,1,80b942a44e7d2f19ba3475bebc59a0c16bf634fb4d1f2461b6f3fa706d82a786,25/06/2023 23:48:15,ESCANER
23325,"Jalapa",21,"San Pedro Pinula",2,3661,380,3,4,0,4,0,0,1,14,0,0,3,23,0,28,0,4,1,12,1,0,6,0,0,104,17,15,136,0,136,--,379,243,104,136,136,Algún campo sin dato,1,0917375e8f2bf8a37c884a9ed0444aa28c7fef5c1f885c9d68dacc30802003c3,25/06/2023 23:21:46,ESCANER
23326,"Jalapa",21,"San Pedro Pinula",2,3661,327,1,3,0,3,0,0,0,17,0,0,2,12,0,16,0,2,1,5,0,0,3,0,1,66,10,18,94,1,95,--,327,232,66,94,95,Algún campo sin dato,1,ef1cd1361fabe6ebddba4b422fec9c6382b9921acdea0f154fc5c81c00d5c5fa,25/06/2023 22:48:25,ESCANER
23327,"Jalapa",21,"San Pedro Pinula",2,3661,326,6,5,0,3,1,0,0,14,1,0,1,8,0,25,0,4,0,9,0,0,2,0,2,81,18,16,115,1,116,--,326,210,81,115,116,Algún campo sin dato,1,d0430af288a601b7952daa3e4c5ed28a52fad3821e096b29cac73848aa5acfe0,26/06/2023 01:59:59,ESCANER
23328,"Jalapa",21,"San Pedro Pinula",2,3662,380,33,3,13,8,0,1,0,14,0,1,17,20,1,57,0,5,0,13,0,0,0,3,0,189,29,41,259,0,259,--,380,121,189,259,259,Algún campo sin dato,1,d1ed7270c9c1d8eb2ee243cb248e3333d14ca4000e8b0070018703606fda5859,26/06/2023 00:23:06,ESCANER
23329,"Jalapa",21,"San Pedro Pinula",2,3662,380,27,3,6,16,0,1,0,9,1,0,16,30,1,58,0,4,2,8,0,0,1,0,2,185,30,34,249,0,249,--,380,131,185,249,249,Algún campo sin dato,1,fc2d502de705944c9bc8734b37597f25c38eaffce8d807c319a9781f0f65b020,26/06/2023 03:14:42,ESCANER
23330,"Jalapa",21,"San Pedro Pinula",2,3662,380,31,4,5,20,0,0,0,6,0,0,8,44,0,73,0,12,2,5,0,1,1,4,1,217,24,44,285,0,285,--,380,95,217,285,285,Algún campo sin dato,1,bed5b2064cee84f2b614b80e7a65c2ab021d3167e9a9fdfe023824f2ff0a7217,26/06/2023 03:24:05,ESCANER
23331,"Jalapa",21,"San Pedro Pinula",2,3663,380,25,1,4,16,1,1,0,8,1,0,12,25,0,40,2,11,3,9,0,0,0,0,1,160,14,63,237,0,237,--,380,143,160,237,237,Algún campo sin dato,1,1f665107fffc5d07445fac7b63df3844ab2e7837dea1521ff556f28ffd8fb97a,26/06/2023 01:46:36,ESCANER
23332,"Jalapa",21,"San Pedro Pinula",2,3663,380,22,2,4,16,0,0,0,6,0,0,12,24,0,35,1,10,2,15,1,0,1,7,--,158,18,19,195,0,195,--,380,185,158,195,195,Algún campo sin dato,1,623d6043ba60e1c7c352f90650bd83f1738c8284499f75bba2e2905654f1567a,26/06/2023 01:29:11,ESCANER
23333,"Jalapa",21,"San Pedro Pinula",2,3663,239,9,1,7,8,0,0,0,4,0,0,9,13,0,21,0,7,1,9,0,0,0,1,2,92,12,14,118,0,118,--,238,120,92,118,118,Algún campo sin dato,1,4df570a9e927d03120289949c8024fccdf7273583713e689a6bb4a186210ec46,25/06/2023 22:38:46,ESCANER
23334,"Jalapa",21,"San Pedro Pinula",2,3663,238,11,2,0,12,0,0,0,10,1,0,7,12,0,17,1,6,0,7,0,0,1,1,0,88,13,8,109,0,109,--,238,129,88,109,109,Algún campo sin dato,1,eec3ff0fb63c8ec1359bd6c64e9e1e945b573b450dcd56e8d001ce199afc2229,25/06/2023 22:39:59,ESCANER
23335,"Jalapa",21,"San Pedro Pinula",2,3664,380,18,6,7,6,1,0,0,8,0,0,3,36,1,27,2,5,2,21,0,0,2,2,1,148,34,20,202,0,202,--,380,178,148,202,202,Algún campo sin dato,1,d7b17273dfbe67cfa0c67f63e3cee54dc2429eaa8960ab485432d68f3d794b8a,26/06/2023 01:30:49,ESCANER
23336,"Jalapa",21,"San Pedro Pinula",2,3664,380,28,4,16,4,1,0,1,19,1,0,0,35,0,37,1,3,3,24,1,0,1,0,0,179,28,39,246,0,246,--,376,130,179,246,246,Algún campo sin dato,1,30ef81c7f8d8459e372f0c8d10ad8ea2873896c115f7d1acbed12e4667d6368b,26/06/2023 02:44:16,ESCANER
23337,"Jalapa",21,"San Pedro Pinula",2,3664,380,22,1,11,6,0,0,0,18,1,0,3,27,0,50,0,2,0,10,0,0,1,1,0,153,31,26,210,0,210,0,380,170,153,210,210,,1,5e0d9d51ec87048ad0e6045ff0696745c80607cc7fb2c5e4abc6585e617430b0,26/06/2023 00:46:04,ESCANER
23338,"Jalapa",21,"San Pedro Pinula",2,3664,380,34,4,10,4,0,0,0,14,1,1,5,39,0,38,1,1,2,28,1,0,0,0,0,183,34,33,250,0,250,--,380,130,183,250,250,Algún campo sin dato,1,ede0f5e82ec1f220c03bcd3066f62f1952613037444041fe8fcc59408393fabb,26/06/2023 01:00:58,ESCANER
23339,"Jalapa",21,"San Pedro Pinula",2,3664,380,19,3,13,2,1,0,0,21,0,2,2,30,1,38,1,3,2,23,2,0,0,3,0,166,27,23,216,0,216,--,380,164,166,216,216,Algún campo sin dato,1,50d89c0b1edc8f6b1e6972ccc0e9839ab3d08e35889be1eaa9d5cb8d533da825,26/06/2023 00:03:59,ESCANER
23340,"Jalapa",21,"San Pedro Pinula",2,3664,380,3,8,16,4,1,0,1,3,0,1,3,33,0,42,2,1,4,17,1,0,1,0,1,142,29,19,190,0,190,--,380,171,142,190,190,Algún campo sin dato,1,003f782543430228d605e7bd3d7c8ca54a2dac8b390e2e6bd931bf503a744f02,26/06/2023 01:32:29,ESCANER
23341,"Jalapa",21,"San Pedro Pinula",2,3664,380,15,4,13,4,0,0,0,12,0,1,1,28,1,21,1,3,3,17,0,1,1,1,3,130,26,14,170,0,170,--,380,210,130,170,170,Algún campo sin dato,1,fad965b6cf9dd3dfc5bd394cd088cbf30be1ccafe712738da46cb13c28222fdb,26/06/2023 01:14:06,ESCANER
23342,"Jalapa",21,"San Pedro Pinula",2,3664,380,18,4,7,1,1,0,0,10,1,0,3,25,0,25,0,1,1,13,1,0,1,0,2,114,17,15,146,0,146,--,380,234,114,146,146,Algún campo sin dato,1,1880c678080a0351210619352d21b57622871b727ecc81c863c747c8dd1042d4,26/06/2023 00:40:27,ESCANER
23343,"Jalapa",21,"San Pedro Pinula",2,3664,380,23,3,3,10,1,0,0,11,0,0,1,22,0,24,0,2,3,15,0,0,0,0,1,119,24,16,159,0,159,--,379,220,119,159,159,Algún campo sin dato,1,c69fcf6f1db999ef1960a888d413297b24796fc68b6bf7fdcc2c4ba38333cfb2,26/06/2023 01:50:45,ESCANER
23344,"Jalapa",21,"San Pedro Pinula",2,3664,380,15,1,3,10,1,0,0,17,0,0,2,24,0,27,1,2,6,24,0,0,0,0,0,133,18,16,167,0,167,--,380,213,133,167,167,Algún campo sin dato,1,7abaf287d2f5a7e1d3034d3f30eb1b06dcc9b0e6de02cdc236d85cd0078e288b,26/06/2023 00:56:38,ESCANER
23345,"Jalapa",21,"San Pedro Pinula",2,3664,292,9,3,8,5,0,0,0,5,0,0,2,28,0,17,2,1,2,16,1,0,1,0,0,100,8,9,117,0,117,--,292,175,100,117,117,Algún campo sin dato,1,c7704ec45041c275577431e28b4fc75ccd286741b6ca056961ec3bff8429430d,25/06/2023 23:53:58,ESCANER
