TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
706,706,100.0000,704,99.7167,2,261831,198899,75.9646

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,U R N G - MAIZ,TODOS,WINAQ,CABAL,UNE,P A N,VICTORIA,VAMOS,PIN,PHG,CREO,VALOR UNIONISTA,MLP,ELEFANTE,UR,CAMBIO,PODEMOS,SEMILLA,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
9264,"Sololá",7,"Nahualá",5,1131,400,6,4,8,106,3,1,32,89,0,0,0,3,15,0,0,0,0,11,1,5,2,1,287,19,39,345,0,345,--,400,55,287,345,345,Algún campo sin dato,1,886e8b25d12a23830dec945008295c57679ae69ffddfbda037ab7ebfe181877a,26/06/2023 02:04:15,ESCANER
9265,"Sololá",7,"Nahualá",5,1131,400,6,2,7,113,3,0,27,120,0,1,0,1,9,2,0,0,0,7,0,6,5,1,310,14,30,354,0,354,--,400,46,310,354,354,Algún campo sin dato,1,413876f9582e537bf6f72a907c271e2aa608f9276a98f10cd96e0f9fd986c1a8,26/06/2023 01:50:47,ESCANER
9266,"Sololá",7,"Nahualá",5,1131,400,6,3,7,82,2,1,44,84,0,0,1,1,22,0,0,0,0,5,0,2,4,0,264,32,48,344,0,344,--,400,56,264,344,344,Algún campo sin dato,1,b5a36a8f3d0d60c9d1f1e4ff2dd297a398dae7e5236ec2c2a39eaf8cfad37d65,26/06/2023 00:33:35,ESCANER
9267,"Sololá",7,"Nahualá",5,1131,400,2,1,4,143,5,0,18,79,0,0,1,2,10,0,0,0,0,7,0,6,9,0,287,24,51,362,0,362,--,403,41,287,362,362,Algún campo sin dato,1,518f0ba9a606fa92b04f2a55351602834544f670b9e519dccc4c362d68638ecc,26/06/2023 00:02:38,ESCANER
9268,"Sololá",7,"Nahualá",5,1132,400,8,1,9,101,12,0,46,72,0,0,2,5,23,0,0,0,2,15,1,3,6,0,306,19,24,349,1,350,--,400,50,306,349,350,Algún campo sin dato,1,c6fc53a0ca34a22442eb47c01aa6148a5b51ad533578be31c0f363f9fff71868,26/06/2023 00:46:22,ESCANER
9269,"Sololá",7,"Nahualá",5,1132,400,10,1,5,94,2,1,50,63,0,0,2,11,13,0,0,0,0,10,0,11,17,0,290,25,27,342,0,342,--,400,58,290,342,342,Algún campo sin dato,1,2038726b165208307cf4ee25a91a3ef4a5332e327968921f0a87c8448f3bee0f,25/06/2023 23:54:47,ESCANER
9270,"Sololá",7,"Nahualá",5,1132,400,3,1,9,78,3,0,38,49,0,0,0,5,19,0,0,0,1,7,0,5,9,0,227,14,30,271,0,271,--,400,129,227,271,271,Algún campo sin dato,1,92bd7c06d959c0ab86ab0a6244fc0ecb4947cbbab3bee63ff8a4aef4a4b47f09,25/06/2023 21:04:08,ESCANER
9271,"Sololá",7,"Nahualá",5,1132,400,6,1,14,82,0,0,35,49,0,1,0,2,17,0,1,1,2,16,0,8,8,0,243,15,34,292,0,292,--,397,105,243,292,292,Algún campo sin dato,1,71e0bd7c6bc306be7119ae060a9967650f9c44cdfe6e396be7ee95b3e767a21c,26/06/2023 01:45:20,ESCANER
9272,"Sololá",7,"Nahualá",5,1132,400,3,1,10,101,4,0,36,46,0,0,1,3,16,0,1,0,0,9,0,2,6,1,240,23,27,290,0,290,--,399,109,240,290,290,Algún campo sin dato,1,325f18ae4b85f8b11030f0230f227fc624c6c8f601aaa21b55282e5b76c21f53,25/06/2023 21:58:17,ESCANER
9273,"Sololá",7,"Nahualá",5,1133,400,6,3,11,87,4,0,44,61,0,0,0,6,16,0,0,0,1,12,0,5,7,0,263,24,12,299,0,299,--,397,98,263,299,299,Algún campo sin dato,1,46b2af23ec9844d8245cff021296a9f7813d199d7dcb2335e02869f625fe6bfa,25/06/2023 22:22:02,ESCANER
9274,"Sololá",7,"Nahualá",5,1133,400,2,2,7,76,1,0,50,64,0,0,0,1,18,0,0,0,0,14,1,5,7,0,248,21,18,287,2,289,--,400,111,248,287,289,Algún campo sin dato,1,ebabf1acc21ce7675aeb99e4fe5b6f51f005d8d67d7b64a47eaa2243569b53e6,25/06/2023 22:37:19,ESCANER
9275,"Sololá",7,"Nahualá",5,1133,272,4,0,5,41,4,0,35,41,0,0,0,0,10,0,0,0,1,5,0,3,7,0,156,17,17,190,0,190,--,--,--,156,190,190,Algún campo sin dato,1,d35b3b36ac2da2cf92cdc55141cb90d09cf9159995eccc6322471f4ee5422b4a,25/06/2023 21:17:35,ESCANER
9276,"Sololá",7,"Nahualá",5,1133,272,6,2,3,57,3,0,20,40,0,1,0,0,5,0,0,0,1,5,0,4,5,0,152,15,16,183,1,184,--,272,88,152,183,184,Algún campo sin dato,1,d53f0fbdab1eb0d1c76cdfcbc0907a04617e8273cdb961964c75d5308279ff4c,26/06/2023 00:05:38,ESCANER
9277,"Sololá",7,"Nahualá",5,1134,380,3,0,0,90,5,0,0,133,0,0,0,6,0,0,0,0,1,2,0,1,0,0,241,15,15,271,0,271,--,380,109,241,271,271,Algún campo sin dato,1,15e213d4a458efea16a0f0ce1a2dc72018fbbeac5c237f0220c30133d7799e56,26/06/2023 02:06:39,ESCANER
9278,"Sololá",7,"Nahualá",5,1134,380,2,0,0,72,8,0,0,122,0,0,1,9,1,0,1,1,0,2,1,3,1,0,224,15,28,267,0,267,--,380,113,224,267,267,Algún campo sin dato,1,6704bda305d588c42d1499213fae9c930fa028cdac01ae135edfc03e052e19cb,26/06/2023 01:33:45,ESCANER
9279,"Sololá",7,"Nahualá",5,1134,380,1,0,1,92,6,1,0,138,0,0,1,3,0,1,2,0,0,0,0,4,2,0,252,18,19,289,0,289,0,377,88,252,289,289,,1,09c79aa91fe0eb527990cfc3ccf0c83c3700133aab67e1ed2f71ff79916344cb,26/06/2023 00:01:06,ESCANER
9280,"Sololá",7,"Nahualá",5,1134,380,2,1,0,87,11,0,1,139,0,1,0,4,1,0,0,0,0,2,0,0,1,0,250,8,33,291,0,291,--,380,89,250,291,291,Algún campo sin dato,1,74a7b6530fd672a538f9f51577f568debd36ff17dae6c13f9fcd80f7f99dcd19,25/06/2023 22:07:09,ESCANER
9281,"Sololá",7,"Nahualá",5,1134,380,4,1,0,84,8,0,0,115,0,1,0,0,0,0,0,0,0,2,0,2,1,0,218,16,26,260,0,260,--,383,123,218,260,260,Algún campo sin dato,1,24125c558ffb37d030860f35cb7c4b9ad1b56b378bd84e446bc4de73a608beb4,26/06/2023 00:35:38,ESCANER
9282,"Sololá",7,"Nahualá",5,1134,380,2,1,1,81,6,0,0,120,0,0,0,5,1,0,0,1,0,0,0,2,0,0,220,13,24,257,0,257,--,380,123,220,257,257,Algún campo sin dato,1,3f1799b3b3c7efce5385595fdf1999a89a8818e7a56cbeee879677b86f8c63f9,26/06/2023 00:26:40,ESCANER
9283,"Sololá",7,"Nahualá",5,1134,380,0,0,4,79,8,0,0,115,0,0,0,5,1,0,0,1,0,0,0,1,2,0,216,15,29,260,0,260,--,377,117,216,260,260,Algún campo sin dato,1,6846327658e98d786182ca7fc00b8ee9185f8dc6d37218415f04218dd1160670,26/06/2023 01:58:47,ESCANER
9284,"Sololá",7,"Nahualá",5,1134,380,2,4,1,82,8,0,1,108,0,0,0,5,2,1,0,0,0,0,0,4,1,0,219,16,18,253,0,253,--,387,134,219,253,253,Algún campo sin dato,1,93e7cd3c7532c613750f7531ea4ca3a2f3d29929ac6093f24d857c93c25f00be,26/06/2023 01:47:54,ESCANER
9285,"Sololá",7,"Nahualá",5,1134,380,2,1,1,66,7,0,0,120,0,0,0,8,1,0,0,0,0,0,1,3,0,0,210,9,12,231,0,231,--,387,156,210,231,231,Algún campo sin dato,1,242469c31deb85d38482636a572e5bfc691547f7293ff0052efa7a6d7e71b930,26/06/2023 00:43:14,ESCANER
9286,"Sololá",7,"Nahualá",5,1134,380,0,1,0,74,5,0,1,134,0,0,0,7,0,0,0,0,1,2,0,2,0,0,227,5,12,244,0,244,--,377,133,227,244,244,Algún campo sin dato,1,f6aa2a444e3f2bc1ddeb7e6e6335e206447bedbbffb6d0ae453003e41338df7d,25/06/2023 23:19:37,ESCANER
9287,"Sololá",7,"Nahualá",5,1135,252,1,0,0,50,1,0,0,106,0,0,0,6,1,0,0,0,0,0,0,0,0,0,165,13,9,187,0,187,--,252,65,165,187,187,Algún campo sin dato,1,618db4893cd0d0fab50e7f4cf230ba0422e431482a45114b8c226746b3d78e9b,26/06/2023 00:38:25,ESCANER
9288,"Sololá",7,"Nahualá",5,1135,251,0,2,0,53,2,1,1,79,0,0,0,1,3,0,0,0,0,0,0,2,1,0,145,8,16,169,0,--,--,251,82,145,169,169,Algún campo sin dato,1,93a06c342509c835ccef98b5711094b61b433dcb0374ad6c7c15f352bf8ca2bd,25/06/2023 23:02:36,ESCANER
9289,"Sololá",7,"Nahualá",5,1136,380,2,12,1,68,30,1,1,99,0,0,2,2,1,0,1,1,0,4,0,4,2,0,231,18,34,283,0,283,--,380,97,231,283,283,Algún campo sin dato,1,a563156163b1368992ad72d891628692d7a63069a0993718431869f7687f5326,26/06/2023 01:52:05,ESCANER
9290,"Sololá",7,"Nahualá",5,1136,380,2,7,0,83,20,0,0,124,0,2,0,4,0,0,0,1,1,0,2,7,1,0,254,19,30,303,0,303,--,380,77,254,303,303,Algún campo sin dato,1,3790cff8a527a9bfae73a21f74109323b557c3188cd21cfd7cf9a05f28abed19,26/06/2023 02:20:22,ESCANER
9291,"Sololá",7,"Nahualá",5,1136,380,0,2,1,54,26,0,0,114,0,0,0,1,2,0,0,0,0,1,0,4,2,0,207,17,23,247,0,247,--,380,133,207,247,247,Algún campo sin dato,1,77c2324d124ec3c4d4c27a35ed067ce2ea78a899a0d16e70717669122c1dffba,26/06/2023 00:47:30,ESCANER
9292,"Sololá",7,"Nahualá",5,1136,380,2,11,0,63,25,1,0,115,0,1,0,2,1,0,0,0,0,2,1,3,2,0,229,25,26,280,0,280,--,380,100,229,280,280,Algún campo sin dato,1,a67cd7a3762c6a013b1df37633f1dc3e2ad72304d4bfa2dd2911eba027985ca1,26/06/2023 01:24:51,ESCANER
9293,"Sololá",7,"Nahualá",5,1136,380,1,5,0,65,20,0,0,96,0,0,1,4,0,0,0,0,0,2,0,2,5,0,201,14,19,234,0,234,--,380,146,201,234,234,Algún campo sin dato,1,1c2cf3d1751def5c6c5dc63963050014229f250cba4f2925bc854e4e305f5244,26/06/2023 00:28:42,ESCANER
9294,"Sololá",7,"Nahualá",5,1136,199,0,4,0,29,9,0,0,51,0,0,0,1,0,0,0,0,0,0,0,5,0,0,99,14,3,116,0,116,--,199,83,99,116,116,Algún campo sin dato,1,88e410d94fce04c3eae2cf96c32d7ab1ff023e13d7fc429d9876b382633ab71f,26/06/2023 01:06:49,ESCANER
9295,"Sololá",7,"Nahualá",5,1136,198,0,2,0,28,8,0,0,59,0,0,0,1,0,1,0,0,0,2,0,2,0,0,103,8,14,125,0,125,--,198,73,103,125,125,Algún campo sin dato,1,50d18606eea901dcb0232b918d73a7411d09b8f0cc64c8e99196590b6508cc27,26/06/2023 01:16:14,ESCANER
9296,"Sololá",7,"Nahualá",5,1137,380,8,1,0,81,13,0,3,108,0,0,1,0,4,0,0,0,2,4,0,1,5,0,231,20,29,280,0,280,--,380,100,231,280,280,Algún campo sin dato,1,030e79e5010cb55fe288598aebbc9227e3ddf9c08686f523a4c93b34017c4dbe,25/06/2023 23:55:06,ESCANER
9297,"Sololá",7,"Nahualá",5,1137,380,8,1,1,99,13,0,3,128,0,0,2,1,1,1,1,0,1,1,0,3,1,0,265,24,13,302,0,302,--,380,78,265,302,302,Algún campo sin dato,1,a574a373223a2c63e87392e2caeb8501957be3b16b9c2ffb85055eec20bc5a5c,25/06/2023 22:58:24,ESCANER
9298,"Sololá",7,"Nahualá",5,1137,380,4,2,1,94,6,0,1,121,0,0,0,1,4,0,0,0,2,0,0,5,1,0,242,21,27,290,0,290,--,380,90,242,290,290,Algún campo sin dato,1,1e45c3fbed8ce6a1c5cfe0cc969d53fed62c4946d53cb6f2735f79fa9d1a2be1,26/06/2023 00:51:30,ESCANER
9299,"Sololá",7,"Nahualá",5,1137,380,15,1,0,64,9,0,2,143,0,0,0,2,3,0,0,1,1,4,0,2,3,0,250,20,34,304,0,304,--,380,76,250,304,304,Algún campo sin dato,1,6446bf2f58873995ee48cad87d9dc410a6f179cc8b64298649ef907a4e796aa4,26/06/2023 00:45:04,ESCANER
9300,"Sololá",7,"Nahualá",5,1137,380,8,0,0,126,10,0,1,116,0,0,0,0,1,1,0,0,0,6,0,3,3,0,275,19,20,314,0,314,--,380,66,275,314,314,Algún campo sin dato,1,7b987de8da76d57ccb5a2296c5c3c5755a621f0fc70f47aa1791c04522b32645,26/06/2023 01:58:32,ESCANER
9301,"Sololá",7,"Nahualá",5,1137,380,7,2,0,98,14,0,3,137,0,0,2,0,1,0,0,0,0,0,0,4,0,0,268,27,20,315,0,0,--,380,65,268,315,315,Algún campo sin dato,1,337bd51d98c5638d10f8b0986827fd7e44b3df5e555aa2538e5b27cd151407d7,26/06/2023 01:12:30,ESCANER
9302,"Sololá",7,"Nahualá",5,1137,380,7,7,1,136,14,0,5,75,0,0,0,1,1,1,0,1,0,1,0,2,1,0,253,17,22,292,0,292,--,380,88,253,292,292,Algún campo sin dato,1,2724a2110c615a63816da15d5cc8543afdf3279435065ed3c48112f7f9da654e,26/06/2023 00:22:27,ESCANER
9303,"Sololá",7,"Nahualá",5,1138,380,7,1,1,101,7,0,1,102,0,0,0,1,2,0,0,0,0,0,0,3,3,0,229,14,11,254,0,254,--,380,126,229,254,254,Algún campo sin dato,1,c6894f4d25843cff587176db3ae6771c442631329d9a2ef72371451f181f2995,25/06/2023 22:52:12,ESCANER
9304,"Sololá",7,"Nahualá",5,1138,380,16,2,4,97,16,0,1,92,0,0,1,0,0,0,0,0,0,6,0,1,0,0,233,19,19,271,--,--,--,380,109,236,274,274,Sumas Asentadas sin cuadrar,1,c5f33b4c47ceb84e5ba4daf64bfe4dbb5a12c687ea3e6f8ff6ad275efff9088d,25/06/2023 21:52:55,ESCANER
9305,"Sololá",7,"Nahualá",5,1138,380,11,0,0,84,10,1,4,98,0,0,0,1,3,0,0,0,0,1,1,2,1,0,217,21,22,260,--,--,--,380,120,217,260,260,Algún campo sin dato,1,3686a795481482a5527fa503c36ffd682dbda3ebbbd38476471eba535c85af57,25/06/2023 22:30:25,ESCANER
9306,"Sololá",7,"Nahualá",5,1138,380,13,2,1,93,3,0,0,92,0,0,0,0,0,2,0,1,0,4,0,6,4,0,221,30,23,274,0,274,--,383,109,221,274,274,Algún campo sin dato,1,072a5c63df6d00cb39a8f8238019db9f9355bf52a566dc2b5eefdbfb97d99528,26/06/2023 01:18:58,ESCANER
9307,"Sololá",7,"Nahualá",5,1138,380,0,1,10,99,5,0,1,113,0,0,0,1,0,1,1,1,0,0,0,3,2,0,238,16,24,278,3,281,--,380,99,238,278,281,Algún campo sin dato,1,498deeec504d3dfd5aee1d2615fa804afb695a7ab5f4775f2b965142c70b1998,25/06/2023 22:36:34,ESCANER
9308,"Sololá",7,"Nahualá",5,1138,380,9,2,1,76,2,0,1,118,0,0,1,1,5,1,0,0,0,1,1,2,1,0,222,20,43,285,0,285,--,380,95,222,285,285,Algún campo sin dato,1,9bc51b12471ed117bac51da0a70df7ede741c3e6f535f5bc4cbd5fac63d95447,25/06/2023 23:00:57,ESCANER
9309,"Sololá",7,"Nahualá",5,1138,380,16,1,0,87,5,2,7,89,0,0,1,1,3,0,0,2,2,1,0,0,0,1,218,12,11,241,0,241,--,380,139,218,241,241,Algún campo sin dato,1,f1b3a9f5c2a75ac17b62ddcb94775049fca366992366dc22cb5da6967e4570ee,26/06/2023 00:09:04,ESCANER
9310,"Sololá",7,"Nahualá",5,1139,380,10,6,1,95,3,0,3,101,0,0,0,0,1,1,0,0,0,2,0,2,3,--,228,13,14,255,0,255,--,380,125,228,255,255,Algún campo sin dato,1,7384d5da81e8d93b46c4e07b82943e73d9e6d0c7febfbca454a7195cbd52b26d,26/06/2023 00:03:28,ESCANER
9311,"Sololá",7,"Nahualá",5,1139,380,8,0,0,108,4,0,1,116,0,0,0,0,2,0,0,0,0,2,0,2,4,0,247,15,21,283,0,283,--,380,97,247,283,283,Algún campo sin dato,1,021035577337f5733d0d5b904576ada27413b675bd8773d24e60f29326200038,25/06/2023 22:55:58,ESCANER
9312,"Sololá",7,"Nahualá",5,1139,312,7,2,0,60,1,0,1,108,0,0,0,0,1,1,0,0,0,2,0,4,4,0,191,11,10,212,0,212,--,312,100,191,212,212,Algún campo sin dato,1,8c1a9d4083aa476fe112a65447dc9060c446535d38cb13bfcf131afa081bae80,25/06/2023 23:20:19,ESCANER
9313,"Sololá",7,"Nahualá",5,1139,311,3,5,0,50,9,0,5,88,0,0,0,0,1,0,0,0,0,1,0,1,0,0,163,12,16,191,0,191,--,311,120,163,191,191,Algún campo sin dato,1,93307f10ef38ab8b062d43bd3aa79374ab25abe4656fbd077f3525ea52cdacee,25/06/2023 21:44:28,ESCANER
9314,"Sololá",7,"Nahualá",5,1140,380,8,1,1,74,7,0,3,142,0,1,0,0,3,0,0,0,0,11,0,2,1,0,254,22,30,306,0,306,--,380,74,254,306,306,Algún campo sin dato,1,433a8475b266df683e74cbe5b56d8056952028dc4c65a2e31e30887b338dcba3,26/06/2023 00:28:38,ESCANER
9315,"Sololá",7,"Nahualá",5,1140,380,10,0,0,54,10,1,0,180,0,1,0,1,0,0,0,0,0,6,1,3,1,0,268,23,24,315,0,315,--,380,65,268,315,315,Algún campo sin dato,1,7bc3e2b03b7d3fb2ca0e12ca243537dfd6e91d1b1d93ebe00af303c21602fbec,26/06/2023 01:22:42,ESCANER
9316,"Sololá",7,"Nahualá",5,1140,380,6,0,4,72,4,0,1,164,0,0,0,2,0,0,0,0,0,5,0,3,3,0,264,28,36,328,0,0,--,380,52,264,328,328,Algún campo sin dato,1,02897f473c16251b2b2ee5cb83273deb9e040651e729932986ec5224c947bb3a,26/06/2023 01:12:41,ESCANER
9317,"Sololá",7,"Nahualá",5,1140,380,5,0,2,69,7,0,1,128,0,0,0,1,0,0,0,0,0,7,0,4,1,0,225,16,30,271,0,0,--,380,109,225,271,271,Algún campo sin dato,1,52343702e63e618f84c774eac67be9e224754eeb7d93430ed5ef0f5e742bd686,25/06/2023 23:49:17,ESCANER
9318,"Sololá",7,"Nahualá",5,1140,380,5,0,0,52,9,0,1,147,0,0,0,1,1,1,0,0,1,3,0,3,3,0,227,26,34,287,0,287,--,380,93,227,287,287,Algún campo sin dato,1,4391ac28633e13718742f6567623756198c49f8ba0e841147a95012b428acd78,26/06/2023 04:11:14,ESCANER
9319,"Sololá",7,"Nahualá",5,1140,380,0,1,4,44,10,1,2,150,0,0,0,0,0,0,0,0,0,5,0,5,1,0,223,19,49,291,1,292,--,380,88,223,291,292,Algún campo sin dato,1,b99f161b78126ffeb078feb31c0feab3c6735d4c5cbcc2175ebb3af4e046dcf7,26/06/2023 01:39:50,ESCANER
9320,"Sololá",7,"Nahualá",5,1140,341,2,0,0,48,5,0,1,142,0,0,0,0,0,0,1,0,0,1,0,2,4,0,206,15,23,244,0,244,--,341,97,206,244,244,Algún campo sin dato,1,7b65ad483ba1e73900989ddd519932cb657797b9ee1d52f34049c1665ec34881,26/06/2023 01:49:25,ESCANER
9321,"Sololá",7,"Nahualá",5,1140,341,4,0,0,37,3,0,3,139,0,0,0,1,3,0,0,0,0,10,0,0,3,0,203,15,15,233,0,0,--,341,108,203,233,233,Algún campo sin dato,1,8f1e59ebaf8788ffc03ba886dd34005db0a775ece105fc930988b162bc75979b,25/06/2023 22:12:41,ESCANER
9322,"Sololá",7,"Nahualá",5,1141,380,1,1,2,112,13,0,4,133,0,0,0,1,0,0,2,0,0,2,0,0,1,0,272,18,18,308,0,308,--,380,72,272,308,308,Algún campo sin dato,1,81e77e07009250e74c17df42a5edbcbb3b1c5856ec6c34cdf80c4c9013eb5b91,26/06/2023 06:27:42,ESCANER
9323,"Sololá",7,"Nahualá",5,1141,380,0,2,0,123,7,1,4,143,0,0,1,0,0,0,0,1,0,0,2,5,3,1,293,16,25,334,0,334,1,380,46,293,334,334,,1,bfe4fb58fc35dd60d13afb6de1dad1b9ef0044fe64b9499ee074edaf23de7571,26/06/2023 06:07:02,ESCANER
9324,"Sololá",7,"Nahualá",5,1141,380,4,0,1,94,18,2,1,141,0,1,2,1,1,0,1,0,0,0,0,4,4,0,275,23,22,320,0,320,--,380,60,275,320,320,Algún campo sin dato,1,8f92cbffccc55677a8d12165938105807c1fbbfd1a564848020a3499814ac31b,26/06/2023 01:05:49,ESCANER
9325,"Sololá",7,"Nahualá",5,1141,380,1,0,1,104,3,0,1,138,0,1,0,1,1,1,0,0,0,0,1,1,5,0,259,19,17,295,0,295,--,380,85,259,295,295,Algún campo sin dato,1,2efc63af41d4c85693bc386a2fdab90a7933eae4b8dd3d17333fd91392fe36ea,25/06/2023 23:52:59,ESCANER
9326,"Sololá",7,"Nahualá",5,1141,380,4,0,1,93,4,1,1,122,0,0,0,0,1,1,0,1,1,0,0,0,7,0,237,22,25,284,0,284,--,380,96,237,284,284,Algún campo sin dato,1,94f3f0e2cf801a68c8f8cb7eb811aafff2e141777818bc5f8b2bfe1a651a30a5,26/06/2023 00:41:52,ESCANER
9327,"Sololá",7,"Nahualá",5,1141,380,0,0,0,101,9,1,0,116,0,0,1,1,2,1,0,0,1,2,0,1,3,0,239,12,23,274,0,274,--,380,106,239,274,274,Algún campo sin dato,1,3db3619e9388a5700b5699dafd188581db62fbee24fbf2ea8e7ccbe0a3820db2,26/06/2023 00:07:44,ESCANER
9328,"Sololá",7,"Nahualá",5,1141,380,1,1,0,82,9,1,2,117,0,1,2,0,0,1,0,0,0,1,0,2,3,0,223,22,20,265,0,265,--,380,115,223,265,265,Algún campo sin dato,1,329a2f9c57135b87339222d42ba49b5e4a8e5ad15809ac9c54e08f8ed68eb444,26/06/2023 00:55:43,ESCANER
9329,"Sololá",7,"Nahualá",5,1141,380,1,1,1,93,4,1,2,140,0,0,0,0,1,1,0,0,0,1,0,0,4,0,250,12,7,269,0,269,--,380,111,250,269,269,Algún campo sin dato,1,b24e21833a1b5542c77ad8f8a83eeaef294a7d86e2216598c8d08e913547df85,25/06/2023 22:59:06,ESCANER
9330,"Sololá",7,"Nahualá",5,1141,228,2,0,0,59,1,0,0,84,1,0,0,0,0,0,0,0,0,1,0,0,3,0,151,4,8,163,0,163,--,228,65,151,163,163,Algún campo sin dato,1,1eb868374f2eaf7806a00d3d988668ba1d8e2794994e19b34c4d9e0cefea39de,26/06/2023 00:16:29,ESCANER
9331,"Sololá",7,"Nahualá",5,1141,227,0,1,0,40,2,0,1,72,0,0,0,0,1,1,0,0,0,0,0,3,3,0,124,10,5,139,0,139,0,223,81,124,139,139,,1,18ef43eda21e111690de40cc134078db5f5a05f8bf6fce3e1c63817eb8325c06,25/06/2023 22:28:38,ESCANER
9332,"Sololá",7,"Nahualá",5,1142,380,0,1,1,55,4,0,23,120,0,0,1,1,2,0,0,0,1,1,1,1,7,1,220,16,100,336,0,336,--,376,40,220,336,336,Algún campo sin dato,1,ab537eb6f9132535831a4898ea0ad794403fd46daa7b941ced126f18d50e36c7,26/06/2023 01:12:53,ESCANER
9333,"Sololá",7,"Nahualá",5,1142,216,0,0,0,30,2,0,28,66,0,0,2,0,0,0,0,0,0,0,0,0,11,0,139,8,29,176,0,176,--,216,40,139,176,176,Algún campo sin dato,1,9b02d8fa641109f6f94d79b0dfc806b6c9ac7846690a9b7754b1ce6fcb814d88,25/06/2023 23:20:42,ESCANER
9334,"Sololá",7,"Nahualá",5,1142,216,0,0,0,33,1,0,22,75,0,0,0,0,0,0,0,0,0,0,0,0,9,0,140,3,22,165,0,165,--,216,51,140,165,165,Algún campo sin dato,1,fb6fa0a366e28206f271ac46f762434972f0cb7617f5629d4c52b504591419de,25/06/2023 23:03:44,ESCANER
9335,"Sololá",7,"Nahualá",5,1143,380,1,3,0,107,18,0,0,77,0,1,0,9,1,0,0,1,0,2,0,5,0,0,225,23,18,266,0,266,--,380,114,225,266,266,Algún campo sin dato,1,3e2a2171c438586808fd9c93c35b3882859229c3133b0853a50772ff6f1c8401,26/06/2023 00:19:43,ESCANER
9336,"Sololá",7,"Nahualá",5,1143,380,0,7,0,94,18,0,1,54,0,0,2,14,0,0,0,0,0,0,2,3,0,0,195,10,35,240,0,240,--,380,140,195,240,240,Algún campo sin dato,1,5bf609a2c1e918a6014f9171e04011da78bf300c1edd342c5302348173bb2f4d,25/06/2023 23:38:17,ESCANER
9337,"Sololá",7,"Nahualá",5,1143,380,1,2,0,108,14,0,0,59,0,0,2,13,0,0,0,0,0,1,0,3,1,0,204,14,21,239,0,239,--,380,141,204,239,239,Algún campo sin dato,1,67df727029b59215bd49b2bb8641a3924b5ed8f91b9cd9811af834a6a461ffa4,25/06/2023 23:10:52,ESCANER
9338,"Sololá",7,"Nahualá",5,1143,260,0,2,0,57,3,0,2,42,0,1,0,5,0,0,0,0,0,0,0,0,0,0,112,12,22,146,0,146,--,260,114,112,146,146,Algún campo sin dato,1,d0f451532ae60943ae8047015dfd4c5603402065cdea510888baba63b23a3855,25/06/2023 22:00:39,ESCANER
9339,"Sololá",7,"Nahualá",5,1143,259,0,2,0,65,6,0,0,51,0,0,0,5,0,0,0,0,0,1,0,2,0,0,132,6,17,155,0,155,--,259,104,132,155,155,Algún campo sin dato,1,b5d73be1530dce476a141334306a417b74499567ab7d80f303da0aca43b6142f,26/06/2023 00:25:23,ESCANER
9340,"Sololá",7,"Nahualá",5,1144,380,0,2,0,96,4,0,0,173,0,1,1,1,0,0,1,0,0,0,0,1,4,0,284,12,36,332,0,332,--,380,48,284,332,332,Algún campo sin dato,1,0d2c7ae995a96d5bb75077db0b116edc06c1cc9d8df6c871fcecb24e36fcffd6,25/06/2023 23:16:59,ESCANER
9341,"Sololá",7,"Nahualá",5,1144,236,1,0,1,58,2,0,0,100,0,0,2,0,0,0,0,1,0,0,0,0,0,0,165,7,16,188,0,188,--,236,48,165,188,188,Algún campo sin dato,1,4604d5e5a5aa90f09a55507e0b82e907ff491bb449f8d69aaa916e8dcbed672c,25/06/2023 21:59:58,ESCANER
9342,"Sololá",7,"Nahualá",5,1144,236,0,0,0,49,1,0,1,111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,164,9,8,181,0,181,--,236,55,164,181,181,Algún campo sin dato,1,706a4bc02b3df03d63ef9674125cc431a55e25936d04a986ad3cb5b19f23edfa,25/06/2023 21:13:47,ESCANER
