TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,877,95.1193,874,94.7939,3,332560,216665,65.1506

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
5954,"Chimaltenango",3,"Chimaltenango",1,627,400,14,5,14,7,8,17,1,7,3,0,2,2,0,6,5,12,1,7,34,2,0,11,3,7,30,20,218,40,9,267,0,267,--,404,137,218,267,267,Algún campo sin dato,1,debb668bf033bd41c834e2d9407f307f85e2a63faacccfec79fbf638c747fb2e,26/06/2023 00:33:30,ESCANER
5955,"Chimaltenango",3,"Chimaltenango",1,627,400,7,4,16,12,11,10,1,0,2,2,0,2,3,2,9,6,2,9,27,4,1,15,5,7,36,16,209,42,9,260,0,260,--,400,140,209,260,260,Algún campo sin dato,1,ac3f157a98e37574c599bf3c3584d4c7069011c4aac5aff28665cf2fc3a3653d,26/06/2023 02:05:04,ESCANER
5956,"Chimaltenango",3,"Chimaltenango",1,627,400,6,1,18,9,9,6,1,8,3,1,2,3,0,3,5,16,10,4,31,4,1,20,5,7,34,20,227,33,4,264,0,264,--,400,133,227,264,264,Algún campo sin dato,1,40f4c5628f7716df063b51f1361b8ca45c41c09c4a29f2e3ec2eff8c28fca401,26/06/2023 01:06:53,ESCANER
5957,"Chimaltenango",3,"Chimaltenango",1,627,400,10,1,11,13,9,12,2,12,3,4,2,5,1,1,6,16,4,4,27,3,2,11,7,5,36,10,217,39,14,270,0,270,0,404,134,217,270,270,,1,f462bf9202a1f0d7f085423e9fd053f91b2260e5ba4a1f07d7a447fff6e48983,26/06/2023 01:24:02,ESCANER
5958,"Chimaltenango",3,"Chimaltenango",1,627,400,13,2,19,16,18,9,1,5,3,0,0,2,0,2,7,15,10,4,31,8,5,12,4,6,24,17,233,43,11,287,0,287,--,423,136,233,287,287,Algún campo sin dato,1,b0b370d97bf36f8fd0a5d4d2c3a08254fc8264fe22c846d5bcc31edf9cee9914,26/06/2023 01:29:11,ESCANER
5959,"Chimaltenango",3,"Chimaltenango",1,627,400,13,1,11,12,13,11,4,6,0,0,0,1,1,4,8,7,4,2,33,4,2,13,4,3,32,11,200,39,11,250,0,250,0,404,154,200,250,250,,1,f22fb5d088322426a9e8d092a856e3562207ad66165437effb0e7dc32b3cdc99,26/06/2023 01:59:08,ESCANER
5960,"Chimaltenango",3,"Chimaltenango",1,627,400,10,1,11,10,14,22,2,4,0,1,1,1,0,2,7,7,2,3,28,3,1,17,2,6,27,10,192,29,7,228,0,228,0,400,172,192,228,228,,1,8bf23ee669ec9cc3d9bb7aec891bd73d2e8d2d6db3915bb5d5a1ed3d097f96da,26/06/2023 01:14:51,ESCANER
5961,"Chimaltenango",3,"Chimaltenango",1,627,400,12,3,13,11,6,13,2,4,3,0,1,1,1,0,5,15,2,4,26,2,1,15,5,3,31,10,189,34,10,233,0,233,--,400,167,189,233,233,Algún campo sin dato,1,ff1d7164b93fad9e33b51cbefca90382978e009d22cb8bf890913fd29e140877,25/06/2023 23:17:14,ESCANER
5962,"Chimaltenango",3,"Chimaltenango",1,627,400,3,2,21,16,6,9,2,4,2,2,1,0,0,2,6,4,3,5,33,8,3,13,6,5,45,15,216,23,7,246,0,246,--,400,154,216,246,246,Algún campo sin dato,1,e4c4082093da2b03824bc6ffc1ec0455a39780ead167d61baaaf73df614ad61d,26/06/2023 02:41:50,ESCANER
5963,"Chimaltenango",3,"Chimaltenango",1,627,400,10,3,11,6,8,11,0,3,5,1,0,1,1,3,2,12,1,3,32,5,2,14,3,2,62,16,217,24,2,243,0,243,0,404,161,217,243,243,,1,e63c4ea257ede8a09c297cc92dd26403a2baa1390db817a998984f389d87d02d,26/06/2023 00:30:53,ESCANER
5964,"Chimaltenango",3,"Chimaltenango",1,627,400,6,5,8,10,12,10,3,5,3,2,1,4,1,5,9,7,3,5,21,4,1,10,4,5,66,16,226,27,5,258,0,258,--,400,142,226,258,258,Algún campo sin dato,1,3f1dd8aed5be7950d7cfe5d0075c32b653a3f3949234fd811ac1fa01202a741d,25/06/2023 23:32:54,ESCANER
5965,"Chimaltenango",3,"Chimaltenango",1,627,391,9,2,11,10,4,15,2,5,1,4,0,0,0,1,5,2,1,7,22,5,2,12,2,5,53,9,189,22,2,213,0,213,--,391,178,189,213,213,Algún campo sin dato,1,4ce57c7a8e5f1751be40e2b2ece9d6260ecf85da01723a31bc4604135e2885a0,26/06/2023 01:00:47,ESCANER
5966,"Chimaltenango",3,"Chimaltenango",1,627,390,8,1,6,1,8,11,1,6,1,2,0,3,0,5,6,7,1,3,27,1,2,10,3,2,37,5,157,20,3,180,0,180,--,--,--,157,180,180,Algún campo sin dato,1,af7d95b898df53dfa4e9502f1925b3e44a049cc37cc9f0a31282477ce194720f,25/06/2023 23:31:37,ESCANER
5967,"Chimaltenango",3,"Chimaltenango",1,628,380,9,1,12,5,13,24,0,11,6,0,7,0,0,7,6,28,3,8,31,5,1,4,2,2,10,7,202,33,25,260,0,260,0,380,120,202,260,260,,1,915bbef492834172e33c9c67039747fd022feb1ff4d67797046fdf9aa1fca4fc,26/06/2023 02:22:51,ESCANER
5968,"Chimaltenango",3,"Chimaltenango",1,628,380,3,6,14,8,9,28,1,19,4,0,2,1,1,1,6,26,7,14,33,0,0,14,9,0,9,7,232,26,30,288,0,288,0,380,92,222,278,278,Sumas Asentadas sin cuadrar,1,c55914f35fedcd949b46693c422c0ed6d4797929ec56c845452e0802720d2f89,26/06/2023 01:49:00,ESCANER
5969,"Chimaltenango",3,"Chimaltenango",1,628,380,12,6,11,4,5,18,1,15,4,1,1,1,2,2,7,21,6,3,41,7,1,9,4,5,10,5,261,35,24,261,0,261,0,381,120,202,261,261,Sumas Asentadas sin cuadrar,1,bb7f7a300c4cac370a6a5a5a791d7339098905b09c8a5a608bd4a04c5bd1e77f,26/06/2023 02:21:53,ESCANER
5970,"Chimaltenango",3,"Chimaltenango",1,628,380,13,1,14,6,10,20,1,12,5,0,1,2,0,1,6,28,4,9,41,1,3,12,1,2,5,6,203,39,23,265,0,265,0,380,115,204,266,266,Sumas Asentadas sin cuadrar,1,6642daf27667a34cf2b0d39b7c369ba5fc8cb699c198fb1a23c58dc8a14e8b82,26/06/2023 02:10:04,ESCANER
5971,"Chimaltenango",3,"Chimaltenango",1,628,380,12,2,10,3,13,24,0,10,5,0,5,3,0,3,6,14,2,10,27,7,3,17,0,1,14,6,197,24,16,237,0,237,--,380,143,197,237,237,Algún campo sin dato,1,9094209cda59f8eb083c4a9f858fdae5c657a935db7746e07d6c5bef0e5273fe,26/06/2023 00:23:11,ESCANER
5972,"Chimaltenango",3,"Chimaltenango",1,628,380,14,5,10,5,12,18,0,7,6,0,1,0,0,3,5,13,5,10,42,5,1,5,1,0,12,8,188,30,11,229,0,229,0,380,151,188,229,229,,1,1fe74176308ab02e1d308a4637cd9c08ab4308d0c1cea31a57c7a8331e54ef2f,26/06/2023 01:06:38,ESCANER
5973,"Chimaltenango",3,"Chimaltenango",1,628,380,15,4,12,3,4,33,1,11,2,0,6,1,1,1,5,21,3,11,39,6,0,4,3,2,18,4,210,33,10,253,0,253,0,380,127,210,253,253,,1,faafbc5b9eb3f9b49ab7df864d45fd7159e1711528ddd65a642a4220fe2cec20,26/06/2023 00:15:36,ESCANER
5974,"Chimaltenango",3,"Chimaltenango",1,628,380,9,6,17,7,7,25,2,9,2,1,5,3,0,3,1,12,7,9,39,5,2,1,1,5,11,6,195,28,14,237,0,237,0,380,143,195,237,237,,1,affbef684cc914ddc8b853f4956a19743375a481644dc56f928d88aa2fb64340,26/06/2023 00:07:45,ESCANER
5975,"Chimaltenango",3,"Chimaltenango",1,628,380,9,3,11,9,8,25,0,14,5,0,0,1,0,5,5,30,5,11,33,3,2,5,0,4,11,10,209,21,14,244,0,244,0,377,133,209,244,244,,1,f58a5e145cf84e99383b6e5dbb528d9bbac72b7b008b006b2168cf3c9fdaed47,26/06/2023 01:53:18,ESCANER
5976,"Chimaltenango",3,"Chimaltenango",1,628,380,8,5,13,9,5,19,1,11,1,0,4,3,0,3,2,25,1,7,28,5,3,10,3,0,7,3,477,23,12,211,1,212,0,380,168,176,211,212,Sumas Asentadas sin cuadrar,1,77c0f9caf417b97aec6dbf2e70e3593952bb7cdc3fa6c8dad2545433a41e8878,26/06/2023 02:01:33,ESCANER
5977,"Chimaltenango",3,"Chimaltenango",1,628,380,9,4,10,4,7,18,0,6,1,0,4,0,0,2,8,17,4,12,24,5,1,14,1,5,18,10,184,24,7,215,0,215,--,379,164,184,215,215,Algún campo sin dato,1,017edfa017824246b1ec940181eedda3c81f0867230b96c62491bfdf6746de49,25/06/2023 23:58:10,ESCANER
5978,"Chimaltenango",3,"Chimaltenango",1,629,380,14,1,6,5,6,22,0,7,4,1,3,1,1,3,4,14,1,12,21,3,1,14,0,1,22,10,177,27,2,206,0,206,--,380,174,177,206,206,Algún campo sin dato,1,026ef8d8a9315b9b7481c5de095bb4abf32b0c930f97e20a1bc16b87d75460fc,25/06/2023 23:05:20,ESCANER
5979,"Chimaltenango",3,"Chimaltenango",1,629,269,5,5,5,1,2,9,0,6,1,0,2,1,0,0,4,12,1,8,13,3,1,2,0,1,16,3,121,10,14,125,0,125,--,269,144,101,125,125,Sumas Asentadas sin cuadrar,1,6c97d163b7313434d7847535d26d8f195f938bde0dc73bd94d80c3543de4b889,25/06/2023 22:33:52,ESCANER
5980,"Chimaltenango",3,"Chimaltenango",1,629,269,5,4,4,0,5,17,1,6,2,0,0,1,0,1,2,9,0,4,9,2,1,3,0,0,11,4,91,6,5,102,0,102,--,269,167,91,102,102,Algún campo sin dato,1,bc577e6cc90cd85adb047bcd69606a676fec67a5daedab37589e560c23d2358b,25/06/2023 22:09:45,ESCANER
5981,"Chimaltenango",3,"Chimaltenango",1,630,380,9,4,9,6,7,33,1,4,1,0,2,3,1,3,10,8,7,10,28,6,0,9,4,6,18,16,249,36,8,249,0,249,0,387,138,205,249,249,Sumas Asentadas sin cuadrar,1,0ca5f5d09d1008b88e167722c37052ce7b9c0bfed5f5f02f417e65b4d0fbdd3a,26/06/2023 02:27:06,ESCANER
5982,"Chimaltenango",3,"Chimaltenango",1,630,380,8,4,8,6,8,21,2,1,4,2,0,3,1,5,4,13,5,10,28,2,3,7,0,5,22,13,185,45,19,249,0,249,--,379,131,185,249,249,Algún campo sin dato,1,bb6b2f6b19659a39957d5c403f49b92707a4cf815ad68df081f0ab89055273a4,25/06/2023 23:29:52,ESCANER
5983,"Chimaltenango",3,"Chimaltenango",1,630,380,10,7,13,2,17,19,4,7,1,1,1,2,3,2,9,11,10,9,22,4,4,10,1,3,11,16,199,56,7,262,0,262,0,374,112,199,262,262,,1,bb0002fd9f6f174914736dc0f7868b115c7001e2f6911f7b569741fe8f25015d,26/06/2023 02:04:25,ESCANER
5984,"Chimaltenango",3,"Chimaltenango",1,630,380,9,3,8,14,17,25,0,6,5,0,1,3,0,1,5,14,8,6,31,1,1,14,1,4,16,15,208,39,11,258,0,258,0,377,119,208,258,258,,1,287a0cafbe17c891b336e4cdc87b1ca79566a68d25970dfb8360823b0f9497b9,26/06/2023 01:29:29,ESCANER
5985,"Chimaltenango",3,"Chimaltenango",1,630,380,5,4,6,8,13,29,3,6,5,0,2,2,0,0,7,9,13,7,20,3,1,8,3,6,20,27,207,38,13,258,0,258,--,380,122,207,258,258,Algún campo sin dato,1,ee21cf569509cdace03cdf1c9916199640596eb2a1a9683005272c4816b4fb1d,26/06/2023 00:55:44,ESCANER
5986,"Chimaltenango",3,"Chimaltenango",1,630,380,9,4,10,12,12,20,2,9,3,--,3,1,0,2,6,3,--,10,32,2,--,11,5,7,21,20,204,35,27,266,3,266,--,379,113,204,266,269,Sumas Asentadas sin cuadrar,1,53b34f31e6d16264b80b61e4f4405e1a086b409adc659c9a29f7f8de02cd5b1a,26/06/2023 02:46:20,ESCANER
5987,"Chimaltenango",3,"Chimaltenango",1,630,380,9,10,15,5,13,16,4,1,3,0,2,3,3,1,6,16,5,9,25,0,0,13,1,3,19,23,205,44,8,257,0,257,--,380,123,205,257,257,Algún campo sin dato,1,3db4300ffbbffd72820b297d239da5cb64e7970245a3491e68e201bb056d02b8,26/06/2023 00:20:50,ESCANER
5988,"Chimaltenango",3,"Chimaltenango",1,631,380,11,5,5,12,11,20,2,5,3,0,3,4,1,2,5,10,7,8,21,3,1,7,2,4,26,13,191,31,6,228,0,228,--,380,152,191,228,228,Algún campo sin dato,1,06acca314682bd40e6fe50bf928fa224fd1ac0f164acac0e0ce1d165c8052602,26/06/2023 00:46:31,ESCANER
5989,"Chimaltenango",3,"Chimaltenango",1,631,380,8,9,8,15,8,20,7,4,2,3,3,3,0,3,4,12,7,10,28,5,0,8,1,6,11,12,197,40,11,248,0,248,--,380,132,197,248,248,Algún campo sin dato,1,6dedc0351e30cc03d5241ac97cb73b5952f9592dcf42d28545d67c165d30ab78,26/06/2023 00:28:15,ESCANER
5990,"Chimaltenango",3,"Chimaltenango",1,631,380,10,4,11,7,16,17,4,4,6,0,0,1,0,2,5,5,4,14,28,0,0,8,5,4,24,15,194,30,9,233,0,233,--,377,144,194,233,233,Algún campo sin dato,1,294ccc69056eeb184d5b2eebb26990a95906f1500bd3a3fc9bad8cf25f244186,25/06/2023 22:17:39,ESCANER
5991,"Chimaltenango",3,"Chimaltenango",1,631,380,14,3,12,8,19,19,0,7,3,1,1,1,1,1,4,18,2,15,35,4,0,8,2,5,11,12,206,35,14,255,0,255,--,380,126,206,255,255,Algún campo sin dato,1,f6df0563e343bdac4c31b492ac6395ec34806e8961f9aeeb833f16f887861eb8,26/06/2023 03:19:56,ESCANER
5992,"Chimaltenango",3,"Chimaltenango",1,631,380,8,7,5,4,10,26,1,4,4,1,2,4,1,3,2,18,9,12,34,1,2,11,0,3,16,17,205,26,16,247,0,247,--,380,133,205,247,247,Algún campo sin dato,1,449c35015aaa4632595e6a52053765fcb31de36ce0e1b1836dc9594b7662c199,26/06/2023 01:47:19,ESCANER
5993,"Chimaltenango",3,"Chimaltenango",1,631,380,7,4,5,5,8,21,2,7,2,1,1,1,0,2,4,13,11,16,27,5,2,9,5,3,16,12,189,28,11,228,0,228,--,380,152,189,228,228,Algún campo sin dato,1,b3968165c8b9da450003bf3c8073831969c7a093cae04f75d0cb42cfa364153f,26/06/2023 00:48:19,ESCANER
5994,"Chimaltenango",3,"Chimaltenango",1,632,380,7,4,5,7,11,25,2,7,1,3,4,0,1,1,7,14,4,15,23,6,2,6,3,1,12,13,184,30,17,231,0,231,0,380,149,184,231,231,,1,9eb8a7c08ebf45cb568969a3d7c16a8a10696f120cd936ac5814a019d8aa4df3,26/06/2023 00:51:00,ESCANER
5995,"Chimaltenango",3,"Chimaltenango",1,632,380,13,3,4,8,9,12,5,7,3,0,5,2,1,1,6,6,6,14,24,6,0,15,2,3,18,7,180,34,12,226,0,226,--,380,154,180,226,226,Algún campo sin dato,1,7ee77b650b47bac8649a6a08794de6c92467962eed408d873193fcf30b60b239,26/06/2023 00:57:36,ESCANER
5996,"Chimaltenango",3,"Chimaltenango",1,632,380,7,3,4,5,8,27,4,9,2,1,1,0,2,2,4,4,5,4,16,2,0,6,5,2,34,15,172,20,4,196,0,196,--,381,185,172,196,196,Algún campo sin dato,1,fce5bd3c26d6ee388f84436947cb2940f11de443292b5759beac4f414ea61c99,25/06/2023 23:48:54,ESCANER
5997,"Chimaltenango",3,"Chimaltenango",1,632,380,13,6,5,8,9,13,0,3,2,1,1,4,0,1,8,6,3,10,11,4,1,6,4,2,51,13,185,17,6,208,0,208,--,380,172,185,208,208,Algún campo sin dato,1,1cd1bd803b1e2437772634f5d2eb36c61134893763c8746e60e55d0f623bdbd5,25/06/2023 23:15:53,ESCANER
5998,"Chimaltenango",3,"Chimaltenango",1,632,380,9,2,10,4,9,27,3,2,6,0,1,0,1,1,2,5,3,2,11,1,1,8,0,3,36,15,162,14,1,177,0,177,--,380,203,162,177,177,Algún campo sin dato,1,cad055fcea5e2f360558318278c6bb54c23734d8a48b1ef0d668a8ece36db30e,26/06/2023 00:36:20,ESCANER
5999,"Chimaltenango",3,"Chimaltenango",1,632,247,8,1,4,0,4,11,1,2,3,1,0,1,0,1,4,2,4,2,11,0,0,3,0,1,19,10,93,19,4,116,0,116,--,247,131,93,116,116,Algún campo sin dato,1,db7f21ade6625bb95a41a6cbdefbaa65dbf5a6b851fe1bc676b402142a6c08f1,25/06/2023 23:11:13,ESCANER
6000,"Chimaltenango",3,"Chimaltenango",1,632,247,8,1,3,6,1,13,--,2,1,--,1,--,--,1,2,4,8,3,6,1,0,7,1,2,10,7,88,9,5,102,--,102,--,247,145,88,102,102,Algún campo sin dato,1,ccbfd88bc6693edf9c9f0efaba963acfe4237799988e3dd2dc6af00a9a636e74,25/06/2023 21:16:08,ESCANER
6001,"Chimaltenango",3,"Chimaltenango",1,633,380,8,6,14,9,5,17,7,6,5,--,2,2,1,1,15,9,6,15,19,9,2,9,2,3,34,15,221,38,5,264,--,264,--,380,116,221,264,264,Algún campo sin dato,1,bab4e15e335fa085e2589b21122e00dc416d34108302e37a89c1b9445ce8d47f,26/06/2023 05:37:19,ESCANER
6002,"Chimaltenango",3,"Chimaltenango",1,633,192,7,0,7,7,8,13,11,1,4,9,0,0,1,1,4,4,1,7,11,1,1,6,1,1,20,10,118,14,4,137,1,137,--,194,57,136,154,155,Sumas Asentadas sin cuadrar,1,07faace6054ff2701ba42302d5c94274a667dd3279c23bad0d600de71855dd39,25/06/2023 23:46:54,ESCANER
6003,"Chimaltenango",3,"Chimaltenango",1,633,191,3,1,8,6,6,8,5,2,2,0,0,0,2,0,7,4,2,8,8,1,0,4,0,2,35,11,125,8,1,134,0,134,0,191,57,125,134,134,,1,4050e94b2294ac39937565596bf0a73811cf73b1b35373a0f56b9c9a37de1173,26/06/2023 00:23:13,ESCANER
6004,"Chimaltenango",3,"Chimaltenango",1,634,380,15,6,10,7,11,12,1,4,4,0,3,2,1,7,9,9,3,4,23,6,0,17,2,7,21,8,192,38,18,248,0,248,--,376,128,192,248,248,Algún campo sin dato,1,f67ba20ddefe7f3af558aaaa6544ae3c79b532376074aea43146b6ccb1a59285,26/06/2023 00:15:50,ESCANER
6005,"Chimaltenango",3,"Chimaltenango",1,634,380,12,10,19,13,9,5,1,4,1,1,1,0,1,1,9,15,5,6,21,6,3,16,1,7,19,10,196,48,14,258,--,--,0,380,122,196,258,258,Algún campo sin dato,1,83aa64f31311e8dc076a8c37a9dbf55612e8e690662324268b1f04f64b585f26,26/06/2023 01:59:21,ESCANER
6006,"Chimaltenango",3,"Chimaltenango",1,634,380,12,7,16,16,8,10,1,7,3,0,3,3,0,8,2,17,1,5,24,6,3,15,4,6,21,13,211,44,13,268,0,268,--,380,109,211,268,268,Algún campo sin dato,1,f33ee9e7954772b1890042c199200308a218fad5b03b8b389100380a11d06d64,26/06/2023 02:32:56,MOVIL
6007,"Chimaltenango",3,"Chimaltenango",1,634,380,6,9,5,9,4,10,1,5,5,2,0,1,0,6,14,8,5,6,25,4,1,12,4,13,30,9,194,32,9,235,4,239,0,380,141,194,235,239,,1,0fdf96e8fc31d158c186df21d5d02633e50e4dfd1c58f5a672760c34b96d9cb5,26/06/2023 02:46:15,ESCANER
6008,"Chimaltenango",3,"Chimaltenango",1,634,380,9,7,8,7,4,8,2,12,1,1,1,2,0,2,13,20,4,3,20,5,2,12,0,8,23,8,182,32,9,223,0,223,0,380,157,182,223,223,,1,a66f387669352cb827456b722ba4e42ec3961c71e1d65919462f748058e3416f,25/06/2023 23:29:48,ESCANER
6009,"Chimaltenango",3,"Chimaltenango",1,634,380,14,10,5,5,11,18,2,6,2,2,2,1,1,7,7,19,5,3,18,3,2,12,2,5,25,7,194,33,10,237,0,237,--,380,143,194,237,237,Algún campo sin dato,1,aab11e228b60ec4e78081e816d203e2966acd6d67faf542d53f08bb1f42e4329,26/06/2023 01:47:30,ESCANER
6010,"Chimaltenango",3,"Chimaltenango",1,634,380,11,4,12,8,9,9,2,7,2,0,6,1,1,4,8,17,5,3,30,6,1,14,1,12,18,13,204,33,16,253,0,253,--,380,127,204,253,253,Algún campo sin dato,1,7aecb2121ae36e63ec816f56815d2d38375c37b31264f60649152295ee5d1221,26/06/2023 02:06:45,ESCANER
6011,"Chimaltenango",3,"Chimaltenango",1,634,380,11,7,11,7,0,8,1,5,3,0,1,3,2,5,11,19,2,4,31,3,1,14,2,10,14,3,182,28,8,218,0,218,--,377,159,178,214,214,Sumas Asentadas sin cuadrar,1,7f08614d266766fdb7feb4b94250d50b7ed0908ddc27f0a035be66845c139888,26/06/2023 04:04:03,ESCANER
6012,"Chimaltenango",3,"Chimaltenango",1,634,380,8,3,11,7,5,14,2,6,2,3,3,0,1,1,9,12,1,4,28,4,1,11,2,10,32,7,187,26,1,214,0,214,0,380,166,187,214,214,,1,7078cb513ddfed4dbe389fb6f129689e73eeccce5fbc90314793e30cebaf081d,26/06/2023 01:25:00,ESCANER
6013,"Chimaltenango",3,"Chimaltenango",1,634,380,8,9,14,13,3,11,1,3,1,0,0,0,3,4,5,5,0,5,16,7,2,12,5,9,52,6,195,18,1,213,0,213,0,380,167,194,213,213,Sumas Asentadas sin cuadrar,1,3c944858980e99d25b7a95625e918d7a050b8694bf47ddcebd0253bf77105a6f,26/06/2023 01:11:48,ESCANER
6014,"Chimaltenango",3,"Chimaltenango",1,634,230,7,5,2,3,3,8,0,1,0,1,0,2,3,1,6,13,1,4,14,0,0,7,0,6,6,6,109,11,3,123,107,230,--,230,107,99,113,220,Sumas Asentadas sin cuadrar,1,1eae50424c358948bf4ab47ebef50e5e3be48c8c119b09bbd4b79533f975b35a,25/06/2023 22:38:12,ESCANER
6015,"Chimaltenango",3,"Chimaltenango",1,634,230,4,4,7,5,3,5,0,3,0,0,0,0,0,1,2,7,0,0,9,3,2,4,2,2,19,7,89,7,1,97,0,97,0,230,133,89,97,97,,1,683207603a204abc15decbd90f11167278ce5416a7b7c30a177c9ce38717aacf,25/06/2023 21:27:57,ESCANER
6016,"Chimaltenango",3,"Chimaltenango",1,635,380,4,3,4,6,11,20,1,11,0,0,5,3,0,3,7,19,6,1,45,1,3,7,2,5,18,6,191,22,17,230,0,230,--,380,150,191,230,230,Algún campo sin dato,1,427095338bc0e19968b7587e328f24b5c430ece5254f4732b15e911e74cea156,25/06/2023 23:42:26,ESCANER
6017,"Chimaltenango",3,"Chimaltenango",1,635,343,6,0,6,3,10,6,1,7,0,0,3,2,1,2,7,24,1,4,55,2,3,9,1,4,22,8,187,20,6,213,0,213,--,339,126,187,213,213,Algún campo sin dato,1,55c9c20716d6cac0419aa140cdf3bf78d41f09b12b848973c3fcac9c7c268d8c,26/06/2023 00:29:20,ESCANER
6018,"Chimaltenango",3,"Chimaltenango",1,635,343,0,1,4,6,7,12,1,4,1,0,1,1,1,3,6,14,3,2,33,2,1,6,0,1,31,10,151,16,5,172,0,172,--,343,171,151,172,172,Algún campo sin dato,1,b617e6d807d04e765a2d74ec38b324701b45e580aefda8caadbc720782a733ed,25/06/2023 23:57:23,ESCANER
6019,"Chimaltenango",3,"Chimaltenango",1,636,380,30,2,7,2,5,22,0,6,1,1,3,3,2,3,2,38,1,16,56,0,1,12,6,23,4,13,259,25,16,300,0,300,0,380,80,259,300,300,,1,768b1d08c8aa641b09a9b01cff2811bc5a898463e1a6209e513881f233618233,25/06/2023 23:58:33,ESCANER
6020,"Chimaltenango",3,"Chimaltenango",1,636,380,30,2,3,3,4,32,2,3,1,0,2,3,0,1,3,44,3,12,38,0,2,12,2,17,8,7,234,24,17,275,0,275,0,380,104,234,275,275,,1,edc1fe35ce6b87b27178b150a52e2f7e9284154057d8a01ea27d3652a579478a,25/06/2023 23:49:26,ESCANER
6021,"Chimaltenango",3,"Chimaltenango",1,636,268,21,0,6,2,6,18,2,3,0,0,5,4,2,1,1,39,2,8,26,3,1,3,1,11,6,2,173,22,5,200,0,200,0,268,68,173,200,200,,1,adb01162b2465b49dbe513381ab2b81ca310a801475359b75046e2774532de24,26/06/2023 00:44:40,ESCANER
6022,"Chimaltenango",3,"Chimaltenango",1,636,267,14,1,4,2,4,15,4,0,1,1,1,0,1,1,2,25,1,8,23,0,0,10,0,13,9,2,142,8,7,157,0,157,--,267,110,142,157,157,Algún campo sin dato,1,fc03444bf2609526da63a45fbe4b54e0513889788724302829b6f4c44d268fa3,25/06/2023 23:27:55,ESCANER
6023,"Chimaltenango",3,"Chimaltenango",1,637,375,14,3,58,0,6,22,0,3,2,0,1,1,1,3,1,50,6,13,6,2,5,7,1,1,3,9,218,16,21,255,0,255,--,375,120,218,255,255,Algún campo sin dato,1,56f606ee9103e9feeb32129a7fd53c00b8bc458b883772bf9b4a34523301b2fa,26/06/2023 00:29:11,ESCANER
6024,"Chimaltenango",3,"Chimaltenango",1,637,374,8,1,56,1,5,20,1,4,0,1,0,1,0,1,1,43,1,7,16,1,2,6,1,1,4,6,188,16,8,212,--,--,--,371,159,188,212,212,Algún campo sin dato,1,46fb30d2244b0a844f76f7ea1833176985ad5a0ac4fb1fa54db2c96ff2b21404,25/06/2023 23:10:57,ESCANER
6025,"Chimaltenango",3,"Chimaltenango",1,638,380,21,4,20,12,6,19,2,10,3,0,3,2,0,1,6,31,2,7,40,10,1,6,1,3,6,10,226,25,35,286,0,286,--,376,90,226,286,286,Algún campo sin dato,1,cc9596f93ba8dec396d588e8247c28805f7fc6453eef61518e4250fed9ea80d8,26/06/2023 03:52:15,ESCANER
6026,"Chimaltenango",3,"Chimaltenango",1,638,380,19,2,10,5,13,26,1,6,2,1,5,2,0,2,9,26,2,7,41,6,4,5,0,4,14,13,225,33,21,279,0,279,--,380,101,225,279,279,Algún campo sin dato,1,9916ef902a899409a00cc5b0d55f764041699af3f2755223e140fc056341caba,26/06/2023 02:14:04,ESCANER
6027,"Chimaltenango",3,"Chimaltenango",1,638,380,24,3,14,4,9,29,0,9,1,0,4,0,0,2,8,21,3,0,22,13,3,11,1,1,7,11,200,19,29,248,3,251,--,380,129,200,248,251,Algún campo sin dato,1,72adc3bb26b529c3194e7ce10ee66cd840c9c58c735107b21329b855aeae1fb2,26/06/2023 03:13:33,ESCANER
6028,"Chimaltenango",3,"Chimaltenango",1,638,380,13,5,9,10,8,24,0,3,3,1,3,1,0,6,9,36,4,3,33,8,3,9,1,2,3,8,205,34,41,280,0,280,--,381,101,205,280,280,Algún campo sin dato,1,576c35913fbdaaf1276b3f9fcc6ed5ac67940b2e0f6957b7ad66d3ef0c845fdb,26/06/2023 01:04:35,ESCANER
